total_gap_vs_osrm_minutes,systematic_forecast_bias_minutes,systematic_share_pct,tolerance_band_minutes,tolerance_share_pct,operational_excess_minutes,operational_share_pct
2905437.0,2271338.1311360663,78.17543905223435,215108.27952828127,7.403646319926444,418990.58933565253,14.420914627839203
