facility,facility_name,betweenness,pagerank,clustering_coeff,in_degree,out_degree,weighted_in_degree,weighted_out_degree,in_legs,in_excess_minutes,in_late_legs,out_legs,out_excess_minutes,out_late_legs,legs_touched,late_legs_touched,excess_minutes_touched,sla_contribution_pct,betweenness_score,weighted_in_degree_score,weighted_out_degree_score,excess_minutes_touched_score,chokepoint_score
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),0.1407969770365147,0.018044542736175714,0.005944041554413749,35,42,687,767,694.0,18560.47668877581,168.0,777.0,14488.682523164274,163.0,1471.0,331.0,33049.15921194008,6.025239521274592,1.0,1.0,1.0,1.0,1.0
IND562132AAA,Bangalore_Nelmngla_H (Karnataka),0.07168150701430893,0.01608321442711251,0.007997740483076728,31,28,506,564,512.0,4701.393410902444,97.0,574.0,4106.252456153987,126.0,1086.0,223.0,8807.645867056432,1.6057345249620343,0.5091125429185802,0.7365356622998545,0.7353324641460235,0.2665013597040128,0.5391883552366818
IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),0.04193693910712643,0.00878599910088639,0.012875585085849685,21,26,406,553,414.0,10153.041578354847,130.0,554.0,7521.087098475661,141.0,968.0,271.0,17674.128676830507,3.2221956971679484,0.2978539737841842,0.5909752547307132,0.7209908735332464,0.5347830050225651,0.5003378677328977
IND501359AAE,Hyderabad_Shamshbd_H (Telangana),0.0828698005860222,0.014472706414707702,0.005727205461793847,26,22,302,243,307.0,6470.098343630933,65.0,251.0,1769.4004109938633,39.0,558.0,104.0,8239.498754624798,1.5021548116698313,0.5885765613030918,0.4395924308588064,0.31681877444589307,0.24931038946515804,0.41961163488331155
IND712311AAA,Kolkata_Dankuni_HB (West Bengal),0.04809279998598452,0.008093155444826848,0.007532690485641613,16,17,155,207,162.0,13327.84978197976,68.0,212.0,7925.844297250364,85.0,374.0,153.0,21253.694079230125,3.8747913893371257,0.3415755153145937,0.22561863173216884,0.26988265971316816,0.6430933368964963,0.37942502287329927
IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),0.03291337996399774,0.009816812295299187,0.004275046855430748,21,20,312,286,322.0,9031.89584445655,89.0,296.0,2224.363234017742,47.0,618.0,136.0,11256.259078474293,2.052144704390134,0.233764819790569,0.45414847161572053,0.3728813559322034,0.3405913901255196,0.3323714999676638
IND411033AAA,Pune_Tathawde_H (Maharashtra),0.03457826549695821,0.007180394700880747,0.010684390158577192,16,17,253,317,263.0,3860.104176292574,64.0,319.0,3729.7610592821306,74.0,582.0,138.0,7589.8652355747045,1.3837191949503842,0.2455895447811396,0.3682678311499272,0.4132985658409387,0.22965380713324227,0.29968307185488263
IND131028AAB,Sonipat_Kundli_H (Haryana),0.033640980382710156,0.006348739547088666,0.006420903096507836,16,12,257,192,262.0,3423.3677260000704,71.0,200.0,3952.5183181165444,50.0,462.0,121.0,7375.886044116614,1.3447083422737487,0.23893254735139383,0.37409024745269287,0.2503259452411995,0.22317923420732097,0.26430443866359654
IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),0.009516838283279096,0.006681151961412112,0.035271663401011524,9,12,262,340,264.0,2219.0412199721222,79.0,343.0,3117.8247986085653,116.0,607.0,195.0,5336.8660185806875,0.9729716828403423,0.06759263219700357,0.3813682678311499,0.44328552803129073,0.16148265631679282,0.22895884452063758
IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),0.028846701325776655,0.00624647021802976,0.007950288118176925,14,17,181,220,186.0,3824.2365722757277,41.0,222.0,1443.4678868910032,53.0,408.0,94.0,5267.704459166731,0.9603627399482823,0.204881538886275,0.26346433770014555,0.28683181225554105,0.1593899689061863,0.22161526082788013
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),0.033384212439613,0.005009950623797796,0.0058115457153514885,14,12,167,203,170.0,1630.408769957135,43.0,203.0,2644.4244234917082,41.0,373.0,84.0,4274.833193448843,0.779350958335997,0.2371088722377544,0.2430858806404658,0.2646675358539765,0.12934771399280925,0.2168757170803048
IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),0.02850452656152138,0.006477233243659515,0.0034003559753981805,15,11,111,135,111.0,7063.290432602032,31.0,138.0,2029.981458444224,37.0,249.0,68.0,9093.271891046255,1.6578074142301598,0.20245126821244844,0.1615720524017467,0.1760104302477184,0.2751438193247898,0.20716039523544744
IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),0.023038490007401925,0.0061266832237471865,0.0078344315977927,9,13,104,120,107.0,6552.425465019305,72.0,122.0,1198.3702751365822,37.0,229.0,109.0,7750.795740155887,1.41305866559056,0.16362915236047332,0.15138282387190685,0.15645371577574968,0.23452323523424645,0.17746832006425858
IND110037AAM,Delhi_Airport_H (Delhi),0.017774473434098784,0.004093983090404858,0.012871569660205284,14,13,126,175,133.0,2377.770812086944,27.0,185.0,2725.2284649446415,56.0,318.0,83.0,5102.999277031586,0.9303351024403098,0.12624186831432538,0.18340611353711792,0.22816166883963493,0.15440632677844227,0.16509979207997502
IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),0.005518594597909066,0.004362071024038954,0.03825024874172423,4,8,187,221,187.0,1834.787102532231,69.0,227.0,2052.706400475109,73.0,414.0,142.0,3887.49350300734,0.7087345049478805,0.03919540542747489,0.27219796215429404,0.288135593220339,0.11762760674416362,0.15519200466058372
IND751002AAB,Bhubaneshwar_Hub (Orissa),0.028255423333143542,0.0022531658457513415,0.022205187600901656,7,6,67,65,73.0,1918.5309171272788,16.0,65.0,3095.092877577883,15.0,138.0,31.0,5013.623794705161,0.9140409303286151,0.2006820311619027,0.0975254730713246,0.0847457627118644,0.15170200738098738,0.14461845990855057
IND400072AAB,Mumbai Hub (Maharashtra),0.004419255515309721,0.003273236665687497,0.024458895058631493,10,7,160,187,161.0,1811.0940425283602,57.0,189.0,2249.1583424926553,68.0,350.0,125.0,4060.2523850210155,0.7402304240084764,0.031387431806604894,0.2328966521106259,0.2438070404172099,0.12285493736718475,0.13704007397967508
IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),0.030945190720001403,0.0036463178350019344,0.01632489609459457,10,6,85,69,89.0,1302.271907555679,20.0,74.0,864.7740074919725,19.0,163.0,39.0,2167.0459150476518,0.3950772426018185,0.21978590287471858,0.12372634643377002,0.08996088657105607,0.06557037960181257,0.13605510750756986
IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),0.007876589333345013,0.002064469792828848,0.0,4,4,32,37,32.0,8352.083328079874,19.0,37.0,376.23125,15.0,69.0,34.0,8728.314578079875,1.5912715241168411,0.05594288669494854,0.046579330422125184,0.048239895697522815,0.2641009570653915,0.10456909483350946
IND781018AAB,Guwahati_Hub (Assam),0.009832734025639566,0.0024667168258983505,0.0,9,9,62,65,70.0,2860.635623949142,28.0,72.0,1399.1765110543768,11.0,142.0,39.0,4259.812135003519,0.7766124476702417,0.06983625808308026,0.09024745269286755,0.0847457627118644,0.12889320746969332,0.09166463527744781
IND302014AAA,Jaipur_Hub (Rajasthan),0.022012513194258912,0.003270224523349046,0.010662928295334426,8,6,66,59,69.0,231.72260412213362,9.0,61.0,69.35364775017922,6.0,130.0,15.0,301.0762518723128,0.05488964242826777,0.15634222877207174,0.09606986899563319,0.07692307692307693,0.009109951933770807,0.09159585723740983
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),0.006310250132490069,0.0038311144328023222,0.007302076824914098,7,6,110,117,112.0,1194.124027463872,49.0,117.0,561.7798805716217,24.0,229.0,73.0,1755.9039080354937,0.320121354809949,0.04481807965844004,0.16011644832605532,0.15254237288135594,0.053130062909470824,0.09150060784930397
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),0.009380515857199795,0.004004491618845215,0.018664649042948508,8,5,100,100,105.0,499.8146714436913,23.0,106.0,716.9440519316236,25.0,211.0,48.0,1216.7587233753147,0.22182902448204822,0.06662441236055107,0.14556040756914118,0.1303780964797914,0.03681663172041367,0.08771040306608281
IND395023AAA,Surat_HUB (Gujarat),0.016787367674175168,0.0019130717562619364,0.05520314880344269,4,7,59,69,62.0,339.22478468899527,3.0,71.0,820.667747905775,10.0,133.0,13.0,1159.8925325947703,0.2114616678446821,0.1192310234744705,0.0858806404657933,0.08996088657105607,0.03509597703095943,0.08567315788117441
IND580028AAA,Hubli_Adargchi_IP (Karnataka),0.011515686386152708,0.0028411657675363093,0.006854064660373206,4,6,42,57,48.0,302.02116766684367,9.0,58.0,3544.901967070679,13.0,106.0,22.0,3846.9231347375226,0.7013380630376833,0.08178930136522886,0.0611353711790393,0.07431551499348109,0.1164000303326233,0.08481644029549001
IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),0.020239226695982375,0.0026839919603487174,0.008862218909952875,5,6,46,47,51.0,518.8227251970452,11.0,52.0,599.014436026936,11.0,103.0,22.0,1117.8371612239812,0.20379449289356832,0.1437475940320329,0.06695778748180495,0.061277705345501955,0.03382346746116695,0.08441462334196463
IND854326AAB,Purnia_Central_H_2 (Bihar),0.0156152138017423,0.0015762784107202325,0.015780750127409152,3,5,38,47,41.0,767.1579183421835,18.0,51.0,982.955042224699,16.0,92.0,34.0,1750.1129605668825,0.3190655988879981,0.11090588825421022,0.055312954876273655,0.061277705345501955,0.052954840676691026,0.07537390310250146
IND683511AAA,Aluva_Peedika_H (Kerala),0.011802018228881522,0.0023982024552287604,0.004782151923717076,8,7,60,63,65.0,240.69526600957548,14.0,63.0,876.668751425135,7.0,128.0,21.0,1117.3640174347106,0.20370823337210583,0.08382295186508694,0.08733624454148471,0.08213820078226858,0.033809151097284995,0.07168520999185234
IND401104AAA,Mumbai_MiraRd_IP (Maharashtra),0.0011825559852662285,0.0017263969748255552,0.022940980940372002,4,3,119,58,119.0,1540.1786465740145,45.0,59.0,919.2263524904216,25.0,178.0,70.0,2459.404999064436,0.44837764568091276,0.00839901544874462,0.17321688500727803,0.07561929595827901,0.07441656785555671,0.07131103356406121
IND713205AAB,Durgapur_Central_I_1 (West Bengal),0.012168282096540367,0.0024829297428012246,0.010797646005325037,5,6,42,30,43.0,336.79279412066825,7.0,35.0,1942.3697598308568,23.0,78.0,30.0,2279.162553951525,0.4155173875199994,0.08642431359435089,0.0611353711790393,0.03911342894393742,0.06896279991074943,0.0675389697603055
IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),0.013297732558394178,0.003465073258165736,0.009669189706838686,6,6,46,56,49.0,235.7939182452643,4.0,58.0,562.3612675070029,5.0,107.0,9.0,798.1551857522672,0.14551281436434818,0.09444615103451763,0.06695778748180495,0.07301173402868318,0.024150544364345213,0.0670876932552651
IND110044AAB,Del_Okhla_PC (Delhi),0.0023881061146904113,0.00048472220507230607,0.058395898236096734,2,6,39,130,39.0,987.4367337164751,16.0,130.0,1052.5347898213192,41.0,169.0,57.0,2039.9715235377944,0.37191012839606596,0.016961345086770385,0.056768558951965066,0.1694915254237288,0.06172536827505096,0.06661982972427115
IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),0.014420613264774286,0.0022677639249858474,0.009436323090681497,4,4,41,41,41.0,8.391658391261188,1.0,41.0,351.1789852150538,5.0,82.0,6.0,359.570643606315,0.06555383871200549,0.1024213272777469,0.05967976710334789,0.05345501955671447,0.010879872655774203,0.061194390043167436
IND424006AAA,Dhule_MIDCAvdn_I (Maharashtra),0.0023536148984534795,0.0010237249756423622,0.010949530136597635,2,4,15,17,19.0,6000.811775669398,13.0,24.0,89.80434472934476,3.0,43.0,16.0,6090.616120398743,1.1103889427928475,0.016716373802848666,0.021834061135371178,0.02216427640156454,0.1842895936123637,0.0607227967414751
IND403726AAA,Goa_Hub (Goa),0.012897524954121208,0.001766112999968419,0.0,3,4,42,39,43.0,131.37022791033607,4.0,42.0,543.4791142046954,5.0,85.0,9.0,674.8493421150315,0.12303274951541354,0.09160370645441007,0.0611353711790393,0.05084745762711865,0.02041956159269614,0.05956275341844915
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),0.0019753064790928483,0.0016685521132747308,0.01424850441414115,4,4,102,46,103.0,1287.6726268796992,35.0,50.0,318.40340702947856,16.0,153.0,51.0,1606.0760339091778,0.29280602061989536,0.014029466545866013,0.14847161572052403,0.05997392438070404,0.048596577710483195,0.05874856573891952
IND313001AAB,Udaipur_Mangri_I (Rajasthan),0.014053801917492632,0.0019015370831464108,0.007907658448389513,4,4,38,35,38.0,162.55916240777225,8.0,36.0,294.59491123988226,7.0,74.0,15.0,457.1540736476545,0.08334441352015953,0.09981607711540481,0.055312954876273655,0.04563233376792699,0.01383254777272799,0.05858282166241382
IND110064AAA,Delhi_Mayapuri_PC (Delhi),0.0,0.0009302979906315563,0.0,1,1,38,26,39.0,492.17108111426296,16.0,29.0,4860.856639723636,15.0,68.0,31.0,5353.027720837899,0.9759181459121183,0.0,0.055312954876273655,0.03389830508474576,0.16197167638999857,0.05833517108970353
IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),0.007085481278386819,0.0022851823623318123,0.014162879653188812,6,4,45,48,46.0,520.1124090825335,8.0,51.0,1071.8561622236389,13.0,97.0,21.0,1591.9685713061724,0.29023406891984055,0.05032410089706152,0.06550218340611354,0.06258148631029987,0.048169714730020186,0.055272597939759256
IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),0.009444570973068382,0.002250519269071897,0.0,4,5,36,44,43.0,1068.504736745854,10.0,45.0,210.80373549738886,9.0,88.0,19.0,1279.3084722432427,0.2332325587295604,0.0670793590306914,0.05240174672489083,0.05736636245110821,0.03870925925949278,0.05510871231081499
IND473226AAA,Guna_Raghogrh_D (Madhya Pradesh),0.0007790635032564089,0.0006516656617642818,0.05009243222976643,1,2,12,15,12.0,4436.369440459111,5.0,15.0,1268.0825001947192,5.0,27.0,10.0,5704.451940653829,1.0399867984424087,0.0055332402701683304,0.017467248908296942,0.01955671447196871,0.17260505491446546,0.05249269049922841
IND302014AAB,Jaipur_Central_I_7 (Rajasthan),8.869169889496714e-05,0.0024771201185360384,0.0,5,9,43,104,46.0,877.9954270662605,19.0,106.0,632.6070657281524,37.0,152.0,56.0,1510.602492794413,0.2754001026819622,0.0006299261586558465,0.06259097525473072,0.13559322033898305,0.04570774351949803,0.05128424915414681
IND821115AAB,Sasaram_Central_I_2 (Bihar),0.0055142147609265986,0.0018585380561163467,0.007876023547031286,4,4,30,22,30.0,2814.113956683041,6.0,23.0,116.59315233415276,2.0,53.0,8.0,2930.707109017194,0.5343014079508323,0.03916429796284991,0.043668122270742356,0.028683181225554105,0.08867720628603408,0.05034706655776528
IND306401AAB,Pali_Nayagaon_I (Rajasthan),0.011866073344750108,0.0014912153329624841,0.03695106288363054,2,4,23,44,25.0,32.563680028462954,3.0,44.0,304.04853553704385,11.0,69.0,14.0,336.6122155655068,0.061368254834039834,0.08427789853522726,0.033478893740902474,0.05736636245110821,0.010185197553948505,0.050212615114218796
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),0.008693428930575205,0.0023891452613800275,0.013563320094675035,4,3,47,30,47.0,230.9553356867204,13.0,31.0,694.7133111187779,8.0,78.0,21.0,925.6686468054984,0.16875997596702108,0.061744428847507325,0.06841339155749636,0.03911342894393742,0.028008841037961127,0.050118124456404595
IND834002AAB,Ranchi_Hub (Jharkhand),0.003991126450273521,0.0011489504444268973,0.016699435225438194,4,5,41,52,42.0,1322.3229950066916,14.0,52.0,568.2952147607757,13.0,94.0,27.0,1890.6182097674673,0.3446813119837808,0.028346677139513093,0.05967976710334789,0.06779661016949153,0.05720624230235848,0.04971817302898709
IND560002AAA,Bengaluru_KHRoad_I (Karnataka),0.00929510903604168,0.0011979385576132463,0.14840594253410003,3,2,52,29,52.0,285.021375739645,19.0,29.0,230.02027863777087,9.0,81.0,28.0,515.0416543774159,0.09389798122114724,0.06601781680036396,0.07569141193595343,0.03780964797913951,0.015584107634161548,0.049702474771686364
IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),0.0006673776602034873,0.000632990509253826,0.0,3,1,56,63,56.0,315.6947127055952,25.0,63.0,1617.1871657754011,21.0,119.0,46.0,1932.8818784809964,0.35238646192159867,0.004739999922231339,0.08151382823871907,0.08213820078226858,0.05848505452394928,0.049010669407965814
IND600032AAB,Chennai_Hub (Tamil Nadu),0.00039035297106241706,0.002044712844731552,0.11618388568084324,3,3,56,88,56.0,320.35901514007395,21.0,89.0,823.1103397950089,33.0,145.0,54.0,1143.469354935083,0.2084675348180146,0.002772452784701349,0.08151382823871907,0.11473272490221642,0.03459904524657219,0.048869430414475626
IND560043AAC,HBR Layout PC (Karnataka),0.0007943929326950451,0.0014484348318721065,0.044056838983230505,4,3,89,56,89.0,424.6478785099928,22.0,56.0,346.62016006970975,15.0,145.0,37.0,771.2680385797025,0.14061098007804854,0.005642116396355761,0.12954876273653565,0.07301173402868318,0.023336994252521163,0.04832108865489858
IND413002AAA,Solapur_Central_I_2 (Maharashtra),0.008355634003302397,0.001400346603706633,0.05083265037453677,4,4,38,38,39.0,392.88319576777633,7.0,38.0,437.4259665026535,3.0,77.0,10.0,830.3091622704299,0.15137485184738875,0.059345265638305736,0.055312954876273655,0.04954367666232073,0.02512345796592773,0.04802303377260782
IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),0.006347478746841043,0.002465803745299052,0.0,5,5,41,42,41.0,1145.1546689871852,18.0,42.0,49.447368421052644,1.0,83.0,19.0,1194.602037408238,0.21778960734912856,0.04508249310775237,0.05967976710334789,0.054758800521512385,0.03614621569485039,0.04770314003639798
IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),0.008381913025197203,0.0018744001071461795,0.005887829025013812,4,6,32,35,39.0,95.04770037741132,5.0,38.0,942.1562194431724,15.0,77.0,20.0,1037.2039198205837,0.18909413123787142,0.05953191042605562,0.046579330422125184,0.04563233376792699,0.031383670403507875,0.047124419088006866
IND431136AAC,Aurangabad_Central_H_1 (Maharashtra),0.005530639149610852,0.001627885377700515,0.00949178330630772,4,4,34,44,35.0,168.71830357142866,8.0,45.0,1090.765898205109,10.0,80.0,18.0,1259.4842017765375,0.22961836760504684,0.039280950955193586,0.049490538573508006,0.05736636245110821,0.038109417359141404,0.04464706737902635
IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),0.0058892383025503795,0.002159626560042226,0.02054496827925542,5,4,41,36,41.0,797.08071322986,10.0,38.0,334.37612053147984,7.0,79.0,17.0,1131.4568337613398,0.20627751488855037,0.04182787462136383,0.05967976710334789,0.0469361147327249,0.03423557091136419,0.04452182521253295
IND249407AAA,Haridwar (Uttarakhand),0.0019736640402244227,0.0012736530258311552,0.030495175909580535,3,3,33,37,34.0,2003.0069974378137,16.0,37.0,674.0820463671339,11.0,71.0,27.0,2677.0890438049473,0.48806393546245663,0.014017801246631644,0.048034934497816595,0.048239895697522815,0.08100324206849299,0.04441200699251221
IND573201AAB,Hassan_Pandrnga_I (Karnataka),0.008620614140741683,0.0019131054016167527,0.008706625052884573,3,5,35,33,37.0,292.7022209972047,6.0,33.0,255.5879182887101,10.0,70.0,16.0,548.2901392859148,0.09995956009546894,0.061227267248117036,0.050946142649199416,0.04302477183833116,0.0165901388222859,0.04437126113991855
IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),0.008296506204039086,0.0029227312339514034,0.0049432141718726294,6,3,42,12,43.0,949.5735512685064,10.0,15.0,139.52424242424246,5.0,58.0,15.0,1089.0977936927488,0.19855497766248015,0.05892531486586851,0.0611353711790393,0.01564537157757497,0.032953872947523485,0.044218476991257694
IND212402AAA,Phulpur_Shekhpur_D (Uttar Pradesh),0.0007757786255195582,0.0006778531012876099,0.0,1,1,8,7,8.0,2.657538461538472,1.0,7.0,5008.067792792793,7.0,15.0,8.0,5010.725331254331,0.9135125073081407,0.005509909671699596,0.011644832605531296,0.009126466753585397,0.1516143058018869,0.04398630470738992
IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),0.003137058238692356,0.0012020449961857025,0.01889836569001446,4,2,23,20,29.0,2939.5589527287384,11.0,24.0,139.14325307869785,6.0,53.0,17.0,3078.7022058074363,0.5612826058813766,0.02228072153764198,0.033478893740902474,0.02607561929595828,0.09315523538932134,0.04299796399287718
IND507002AAA,Khammam_NSTRoad_I (Telangana),0.003957730193282206,0.001795684416519209,0.013568232087895678,3,3,34,29,36.0,1908.5735380477056,13.0,32.0,162.48017323775395,7.0,68.0,20.0,2071.0537112854595,0.37757676653423833,0.028109482721747615,0.049490538573508006,0.03780964797913951,0.06266585173934543,0.042964819197977525
IND384205AAA,Mehsana_Panchot_IP (Gujarat),0.008282819213468875,0.0024146053169586987,0.004599619422596887,4,4,36,32,37.0,345.43814173630085,8.0,33.0,77.08907203907206,5.0,70.0,13.0,422.5272137753729,0.07703154113323561,0.05882810403891544,0.05240174672489083,0.041720990873533245,0.012784809775817875,0.04261058637725968
IND575004AAB,Mangalore_Kuntikna_H (Karnataka),0.008704378523031374,0.001639704902259792,0.008706625052884573,3,4,26,20,31.0,771.4955111311942,7.0,25.0,173.60281716670104,4.0,56.0,11.0,945.0983282978953,0.17230222901082837,0.06182219750906978,0.03784570596797671,0.02607561929595828,0.028596743482552738,0.041571220051599606
IND271001AAA,Gonda_KotwaliN_D (Uttar Pradesh),5.474796228084391e-07,0.0011275920197874245,0.2448570357561652,1,1,9,5,9.0,209.97767857142867,4.0,6.0,4671.45213963964,5.0,15.0,9.0,4881.429818211069,0.8899404572564019,3.88843307812251e-06,0.013100436681222707,0.00651890482398957,0.1477020878778512,0.04085075122208259
IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),0.006698960664684061,0.00267925540112642,0.007834798584285096,4,4,29,38,32.0,530.0821156760182,6.0,39.0,155.99461279461286,8.0,71.0,14.0,686.0767284706311,0.12507963039236905,0.04757886714390702,0.042212518195050945,0.04954367666232073,0.020759279353247923,0.040193662310153776
IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),0.003532338526360049,0.001634099661031362,0.0,4,4,34,30,35.0,1527.1079759884651,23.0,31.0,278.84584893158967,8.0,66.0,31.0,1805.9538249200548,0.3292460267967757,0.02508817022004643,0.049490538573508006,0.03911342894393742,0.05464447108438376,0.04016277085160127
IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),0.007096430870842987,0.0025709562652236682,0.0,3,3,33,42,35.0,40.23814102564107,2.0,43.0,219.28518866610978,14.0,78.0,16.0,259.52332969175086,0.0473140697082115,0.05040186955862396,0.048034934497816595,0.054758800521512385,0.007852645449388304,0.040162562711731256
IND473331AAA,Ashokngr_Bypassrd_D (Madhya Pradesh),0.00038980549143960864,0.0005662642969233366,0.1502772966892993,1,1,8,12,8.0,7.650953320184101,2.0,12.0,4436.369440459111,5.0,20.0,7.0,4444.020393779295,0.8101957189965512,0.0027685643516232265,0.011644832605531296,0.01564537157757497,0.13446697282918316,0.04004378156698517
IND000000ACT,Delhi_Gateway_HB (Delhi),0.0,0.00017023117673190812,0.14454234796032817,0,3,0,117,0.0,0.0,0.0,117.0,1217.7760346425655,37.0,117.0,37.0,1217.7760346425655,0.2220144919553225,0.0,0.0,0.15254237288135594,0.03684741347981417,0.03972032794622474
IND144001AAB,Jalandhar_DPC (Punjab),0.002368944327892116,0.0028816398189998784,0.02298363194730901,5,4,57,42,57.0,357.234312464813,12.0,43.0,449.78376152842884,12.0,100.0,24.0,807.0180739932418,0.14712862020557113,0.016825249929036095,0.08296943231441048,0.054758800521512385,0.024418717245359767,0.03953916335368715
IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),0.007671284474791849,0.0015368195125279925,0.014480791270443567,2,3,24,29,25.0,660.2166666666667,4.0,31.0,116.73156092285512,3.0,56.0,7.0,776.9482275895218,0.14164654346684144,0.0544847242906526,0.034934497816593885,0.03780964797913951,0.023508865160745875,0.03949569895106156
IND742101AAC,Baharampur_Chuanpur_I (West Bengal),0.006086878446384226,0.0021834566079989067,0.0,5,4,33,24,34.0,700.8618827913242,17.0,26.0,393.59763888888904,11.0,60.0,28.0,1094.4595216802131,0.19953248196645418,0.04323159896256606,0.048034934497816595,0.03129074315514994,0.033116107876196864,0.03927522213654064
IND560058AAB,Bengaluru_Peenya_IP (Karnataka),4.379836982467513e-06,0.001405868080910659,0.11278228776118737,3,3,68,56,68.0,393.4566356898427,23.0,56.0,211.39670948037823,11.0,124.0,34.0,604.8533451702209,0.11027167912272047,3.110746462498008e-05,0.09898107714701601,0.07301173402868318,0.018301625808129423,0.03898485629979093
IND400102AAC,Mumbai_Jogshwri_I (Maharashtra),0.0004062298801238618,0.0006971255283357643,0.0,1,2,39,25,39.0,1424.2905681818183,17.0,25.0,1124.3089718614722,13.0,64.0,30.0,2548.5995400432903,0.4646388301165391,0.0028852173439669017,0.056768558951965066,0.03259452411994785,0.07711541233770709,0.03816129576919777
IND110037AAK,Delhi_Kapshera_L (Delhi),0.0,0.0006902768915053517,0.0,1,1,26,34,26.0,127.84848613469158,6.0,34.0,2704.685829959514,15.0,60.0,21.0,2832.5343160942057,0.5164033855521326,0.0,0.03784570596797671,0.04432855280312908,0.08570669825303334,0.037861526317479494
IND395023AAD,Surat_Central_I_4 (Gujarat),2.6826501517613517e-05,0.0033619187717935,0.0,5,5,28,41,28.0,2291.806731107744,23.0,41.0,142.45189011853876,9.0,69.0,32.0,2434.2586212262827,0.44379317354364256,0.00019053322082800296,0.040756914119359534,0.05345501955671447,0.07365568986538175,0.03732299582885004
IND416510AAA,Sawantwadi_LaxmiNgr_D (Maharashtra),0.0011989803739504816,0.0007991639602407535,0.0,2,2,8,14,8.0,3582.0072072072076,6.0,14.0,60.568499293260004,5.0,22.0,11.0,3642.5757065004677,0.6640831909004248,0.008515668441088295,0.011644832605531296,0.018252933507170794,0.11021689487291009,0.036514260895148844
IND422011AAD,Nashik_TgrniaRD_I (Maharashtra),0.00473843613540704,0.0010877443488880073,0.0,2,2,26,22,26.0,95.12192513368996,3.0,24.0,1354.6273075544461,8.0,50.0,11.0,1449.749232688136,0.26430585772887805,0.03365438829115031,0.03784570596797671,0.028683181225554105,0.04386644826245283,0.03605142540622198
IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),0.0,0.001127650192472022,0.24558314526799568,2,1,67,24,68.0,912.4676374401508,27.0,25.0,417.7047160243409,11.0,93.0,38.0,1330.1723534644916,0.24250562571968715,0.0,0.0975254730713246,0.03129074315514994,0.04024829633136094,0.03582531732813514
IND485001AAC,Satna_Central_I_2 (Madhya Pradesh),0.00318468896587669,0.0016254395137124665,0.016565831122816184,2,3,27,15,27.0,147.7447025151456,4.0,19.0,1966.0203073171215,9.0,46.0,13.0,2113.765009832267,0.3853635245076819,0.022619015215438635,0.039301310043668124,0.01955671447196871,0.06395820832466445,0.035677812309697
IND723130AAA,Hura_Central_D_1 (West Bengal),0.0039544453155453555,0.001377464265758956,0.0,2,2,15,18,17.0,1329.8483303997277,6.0,18.0,716.3846783625731,8.0,35.0,14.0,2046.2330087623009,0.37305166872980444,0.028086152123278883,0.021834061135371178,0.02346805736636245,0.06191482801846992,0.03436928394811182
IND201301AAF,Noida_Sec 02_DPC (Uttar Pradesh),0.0008228618730810839,0.002404337297725702,0.016564900584822014,8,2,68,25,68.0,698.9408348461969,21.0,25.0,85.57189542483661,3.0,93.0,24.0,784.5127302710335,0.14302563877825758,0.005844314916418131,0.09898107714701601,0.03259452411994785,0.02373775154883828,0.034295068361348685
IND506002AAA,Warangal_HunterRd_I (Telangana),0.005128241626846649,0.002014390636471135,0.0,3,2,28,23,28.0,919.6251442280231,9.0,25.0,36.451003086419774,5.0,53.0,14.0,956.0761473144429,0.17430361090897986,0.036422952642773544,0.040756914119359534,0.02998696219035202,0.028928909845580258,0.03412903614830811
