facility,facility_name,betweenness,pagerank,clustering_coeff,in_degree,out_degree,weighted_in_degree,weighted_out_degree,in_legs,in_excess_minutes,in_late_legs,out_legs,out_excess_minutes,out_late_legs,legs_touched,late_legs_touched,excess_minutes_touched,sla_contribution_pct,betweenness_score,weighted_in_degree_score,weighted_out_degree_score,excess_minutes_touched_score,chokepoint_score
IND145001AAA,Pathankot_DC (Punjab),1.6424388684253174e-06,0.0011275920197874245,0.0,1,1,13,6,13.0,1010.2739316239326,12.0,7.0,23.331737012987006,2.0,20.0,14.0,1033.6056686369197,0.1884381289141738,1.1665299234367529e-05,0.018922852983988356,0.007822685788787484,0.03127479467808961,0.0131718892788096
IND700028AAB,CCU_DumDum_DPC (West Bengal),0.0,0.0009013782506168971,0.0,1,1,22,8,22.0,338.94035087719305,10.0,8.0,270.89152179090263,4.0,30.0,14.0,609.8318726680957,0.11117932159693839,0.0,0.03202328966521106,0.010430247718383311,0.018452265873310753,0.013103773945046564
IND431708AAA,Loha_SivjiCWK_D (Maharashtra),0.001600830417091876,0.00047384118930134925,0.0,1,1,14,15,14.0,145.38157894736844,5.0,15.0,4.509482758620692,2.0,29.0,7.0,149.89106170598913,0.027326854008148247,0.011369778320430218,0.020378457059679767,0.01955671447196871,0.004535397125983045,0.013100305999976034
IND515671AAA,Dharmavram_SaiNgr_D (Andhra Pradesh),0.0028249948536915458,0.0004991578656073063,0.0,1,1,7,7,7.0,267.64086021505375,2.0,8.0,16.204861111111143,2.0,15.0,4.0,283.8457213261649,0.05174831974125454,0.020064314683112146,0.010189228529839884,0.009126466753585397,0.008588591301397356,0.013032797021123647
IND607001AAA,Cuddalore_KtsiGrsm_D (Tamil Nadu),0.002826637292559971,0.0007982150933608209,0.0,1,1,11,10,11.0,0.0,0.0,10.0,9.500000000000014,3.0,21.0,3.0,9.500000000000014,0.0017319585979491117,0.020075979982346514,0.01601164483260553,0.01303780964797914,0.0002874505804845961,0.012908346535059364
IND380005AAA,Amd_Chandkheda_Dc (Gujarat),0.0008108173213792983,0.0006528622993316707,0.2460396167944393,1,1,23,5,23.0,265.26860119047626,7.0,8.0,116.66380952380955,5.0,31.0,12.0,381.9324107142858,0.06963064448126714,0.005758769388699436,0.033478893740902474,0.00651890482398957,0.011556494017442366,0.012904252503383803
IND209101AAA,Akbarpur_NehruNGR_D (Uttar Pradesh),0.001619444724267363,0.0006196646790110605,0.0,1,1,11,10,11.0,385.1041666666667,5.0,10.0,15.860370370370386,2.0,21.0,7.0,400.9645370370371,0.07310041867305057,0.011501985045086384,0.01601164483260553,0.01303780964797914,0.012132367255266683,0.01286867747571384
IND500008AAC,Hyderabad_Tolichwk_I (Telangana),0.0,0.0008790347641810085,0.0,1,1,14,9,14.0,5.850000000000001,1.0,10.0,842.5075757575758,6.0,24.0,7.0,848.3575757575758,0.15466528394406276,0.0,0.020378457059679767,0.011734028683181226,0.025669566064212584,0.012839888664625345
IND248001AAA,Dehradun (Uttarakhand),0.0015531996899075418,0.000909063140908795,0.0,2,1,17,11,17.0,2.3659481343691837,2.0,11.0,146.25065165876788,1.0,28.0,3.0,148.61659979313706,0.027094505032598477,0.011031484642633559,0.024745269286754003,0.014341590612777053,0.004496834513703589,0.012802600233253855
IND507303AAA,Sathupally_VidyaNGR_D (Telangana),0.0007785160236336004,0.0004379594628337477,0.0,1,1,12,11,12.0,163.55752351729984,3.0,11.0,426.5312500000001,5.0,23.0,8.0,590.0887735173,0.10757992893121392,0.005529351837090209,0.017467248908296942,0.014341590612777053,0.017854880051051684,0.012760761059959293
IND424304AAC,Sakri_DhuleRoad_D (Maharashtra),0.0,0.00037502302938608297,0.16424295204896452,1,1,4,4,6.0,4.396011396011403,1.0,6.0,1386.1745173745176,2.0,12.0,3.0,1390.5705287705289,0.25351690351144807,0.0,0.005822416302765648,0.005215123859191656,0.042075821652616814,0.012726463445545663
IND611001AAA,Nagapttinm_Sttyapar_D (Tamil Nadu),0.0027565599008404908,0.0009588479214035264,0.0,1,1,10,10,10.0,15.093518518518522,5.0,10.0,26.11562500000003,4.0,20.0,9.0,41.20914351851855,0.007512897940107054,0.019578260548346833,0.01455604075691412,0.01303780964797914,0.001246904444807492,0.012682887384101917
IND136118AAA,Kurukshetra_DC (Haryana),0.0012203320792400108,0.0005919873640394666,0.0,1,1,15,15,15.0,178.28922872340436,2.0,15.0,0.0,0.0,30.0,2.0,178.28922872340436,0.03250416448518058,0.008667317331135073,0.021834061135371178,0.01955671447196871,0.005394667609546678,0.012660383089751924
IND283122AAB,Kirauli_AchneraRD_D (Uttar Pradesh),5.474796228084391e-07,0.0003149399203865224,0.0,1,1,12,3,12.0,34.61052631578948,4.0,4.0,1070.8640202702704,2.0,16.0,6.0,1105.47454658606,0.2015406469235389,3.88843307812251e-06,0.017467248908296942,0.003911342894393742,0.03344940001337981,0.012639429315460433
IND131028AAA,Sonipat_Kundli_P (Haryana),0.0,0.0003149399203865224,0.0,1,0,42,0,42.0,49.86015473887814,16.0,0.0,0.0,0.0,42.0,16.0,49.86015473887814,0.009090076178428738,0.0,0.0611353711790393,0.0,0.0015086663602886616,0.012604240825880025
IND854311AAA,Araria_Wardn13_D (Bihar),0.0012203320792400108,0.0005692835310497642,0.0,1,1,14,7,15.0,298.7149132564448,4.0,9.0,183.28796296296298,5.0,24.0,9.0,482.00287621940777,0.08787463428467406,0.008667317331135073,0.020378457059679767,0.009126466753585397,0.014584421743632999,0.012580651264458557
IND524201AAA,Kavali_Kacheri_D (Andhra Pradesh),0.0007757786255195582,0.0008935352956039133,0.0,1,1,12,12,12.0,0.0,0.0,12.0,532.4000000000001,3.0,24.0,3.0,532.4000000000001,0.09706260605769536,0.005509909671699596,0.017467248908296942,0.01564537157757497,0.016109335689473557,0.01257832640463763
IND210427AAA,Mahoba_Mlkpura_D (Uttar Pradesh),0.0007757786255195582,0.0007924999167108768,0.0,1,1,9,8,9.0,66.11184210526318,6.0,8.0,719.3694313509177,4.0,17.0,10.0,785.4812734561808,0.1432022152726787,0.005509909671699596,0.013100436681222707,0.010430247718383311,0.023767057685764068,0.012576369686457079
IND722151AAA,Simlapal_Central_D_1 (West Bengal),0.0007757786255195582,0.0006261662421880536,0.0,1,1,4,3,4.0,0.0,0.0,3.0,1149.002195945946,2.0,7.0,2.0,1149.002195945946,0.20947623498220927,0.005509909671699596,0.005822416302765648,0.003911342894393742,0.0347664577055513,0.01256683465091456
IND285001AAD,Orai_Ajnari_D (Uttar Pradesh),0.0015844060284076228,0.0007629548788877828,0.0,1,1,15,14,15.0,61.66250000000002,5.0,14.0,12.39624202551834,1.0,29.0,6.0,74.05874202551837,0.013501755263620165,0.011253125328086542,0.021834061135371178,0.018252933507170794,0.0022408661458099134,0.012516209329791163
IND573142AAA,Ramanathapura_Central_D_2 (Karnataka),0.001935340466627832,0.0009040067997777976,0.0,1,1,11,11,12.0,84.10789473684217,3.0,11.0,125.91027960526316,2.0,23.0,5.0,210.01817434210534,0.038288713976566774,0.013745610931163069,0.01601164483260553,0.014341590612777053,0.006354720644942443,0.0124702910762192
IND342902AAA,Gotan_DKLogDPP_D (Rajasthan),0.00269359974421752,0.0008286525981540396,0.05773518195711141,2,1,8,5,8.0,182.5398936170213,1.0,5.0,96.6451612903225,2.0,13.0,3.0,279.1850549073438,0.050898626975333504,0.019131090744362745,0.011644832605531296,0.00651890482398957,0.008447569062709442,0.012440521512108496
IND160055AAA,Chandigarh_Mohali (Chandigarh),0.0,0.0009378647587662171,0.1370375642943517,2,1,27,14,27.0,56.77897116823067,4.0,14.0,65.23796534017977,3.0,41.0,7.0,122.01693650841044,0.022245082345384422,0.0,0.039301310043668124,0.018252933507170794,0.0036919830766625936,0.012433844479333432
IND431514AAA,Gangakher_Busstand_D (Maharashtra),0.0015833110691620058,0.000573080667439767,0.0,1,1,15,15,15.0,4.509482758620692,2.0,15.0,23.414204545454545,2.0,30.0,4.0,27.923687304075237,0.005090807401340578,0.011245348461930297,0.021834061135371178,0.01955671447196871,0.0008449136973501855,0.012425255507481128
IND712124AAA,Hooghly_DC (West Bengal),1.0949592456168782e-06,0.0006883759562616482,0.28087066496737734,1,1,21,20,21.0,131.32793522267212,9.0,20.0,13.001777777777793,5.0,41.0,14.0,144.3297130004499,0.026312956565332273,7.77686615624502e-06,0.03056768558951965,0.02607561929595828,0.004367122082437308,0.0124231634008596
IND121001AAA,Faridabad (Haryana),0.0,0.0006991805574722896,0.0,1,1,19,22,19.0,15.024621212121215,3.0,22.0,134.47438271604943,9.0,41.0,12.0,149.49900392817065,0.027255377393497142,0.0,0.027656477438136828,0.028683181225554105,0.004523534259054896,0.012398815297501913
IND142001AAB,Moga_DPC (Punjab),0.0004494807703257285,0.0007929369283290939,0.11701491554711518,2,1,20,20,20.0,0.0,0.0,21.0,28.23091397849464,2.0,41.0,2.0,28.23091397849464,0.005146818336106893,0.00319240355713858,0.02911208151382824,0.02607561929595828,0.0008542097484977865,0.012368433844080255
IND400701AAB,Mumbai_Pawane_L (Maharashtra),0.0,0.00040402740568285905,0.21509649897413408,2,1,17,13,17.0,328.74157894736845,6.0,13.0,201.32,5.0,30.0,11.0,530.0615789473684,0.09663628516846055,0.0,0.024745269286754003,0.01694915254237288,0.01603857984852657,0.01234852932795702
IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),0.001619444724267363,0.0008987801205498408,0.0,1,1,14,14,14.0,66.8118421052632,5.0,14.0,7.104385964912282,1.0,28.0,6.0,73.91622807017548,0.01347577334043239,0.011501985045086384,0.020378457059679767,0.018252933507170794,0.0022365539648424955,0.012311111370360969
IND741156AAA,Plassey_BtaiRoad_D (West Bengal),0.0011628467188451246,0.0009471052231793947,0.0,1,2,13,14,13.0,43.14901960784313,3.0,14.0,217.0508979656708,7.0,27.0,10.0,260.1999175735139,0.04743741941337863,0.00825903185793221,0.018922852983988356,0.018252933507170794,0.007873117615636898,0.012294097852417328
IND563131AAA,Mulbagal_Sunku_D (Karnataka),0.002407815381111515,0.0006628894141966227,0.0,1,1,11,11,11.0,20.231250000000003,2.0,11.0,9.976962209302343,1.0,22.0,3.0,30.208212209302346,0.005507302406797101,0.017101328677582794,0.01601164483260553,0.014341590612777053,0.0009140387510490327,0.012284621813992752
IND688009AAA,Alappuzha_Pazhvedu_D (Kerala),1.6424388684253174e-06,0.001413696068446617,0.0,1,1,9,10,9.0,4.714843750000007,1.0,10.0,912.4081481481483,5.0,19.0,6.0,917.1229918981483,0.1672020053889273,1.1665299234367529e-05,0.013100436681222707,0.01303780964797914,0.027750266989146514,0.012169298867859026
IND246174AAA,SrinagarUK_Srikot_D (Uttarakhand),5.474796228084391e-07,0.0011275920197874245,0.10627740504237346,1,1,10,11,10.0,822.279103232534,3.0,11.0,17.60156250000003,1.0,21.0,4.0,839.880665732534,0.15311984634386147,3.88843307812251e-06,0.01455604075691412,0.014341590612777053,0.025413072095011115,0.012134155249268357
IND712103AAA,Hoogly_Bandel_D (West Bengal),2.1899184912337564e-06,0.000756247951740906,0.28087066496737734,1,1,20,18,20.0,13.001777777777793,5.0,18.0,190.36500000000007,7.0,38.0,12.0,203.36677777777786,0.03707608834836087,1.555373231249004e-05,0.02911208151382824,0.02346805736636245,0.006153462981421476,0.01205983732770288
IND580002AAA,Dharwad_Dc (Karnataka),0.0,0.00038211595614133986,0.0,1,0,5,0,7.0,1287.15,6.0,2.0,112.30714285714288,1.0,9.0,7.0,1399.457142857143,0.25513703484554984,0.0,0.00727802037845706,0.0,0.042344712429221006,0.012041782182996664
IND246424AAA,Chamoli_CGRoad_D (Uttarakhand),5.474796228084391e-07,0.0011275920197874245,0.10627740504237346,1,1,11,10,11.0,0.0,0.0,10.0,822.279103232534,3.0,21.0,3.0,822.279103232534,0.14991088029026003,3.88843307812251e-06,0.01601164483260553,0.01303780964797914,0.024880484794162598,0.012031373046234927
IND608001AAA,Chidambaram_ARBNorth_DC (Tamil Nadu),0.002809117944630101,0.0008493611004881474,0.0,1,1,10,7,10.0,9.500000000000014,3.0,7.0,15.570555555555572,3.0,17.0,6.0,25.070555555555586,0.004570648868400558,0.019951550123846595,0.01455604075691412,0.009126466753585397,0.0007585837628963956,0.011909189986170311
IND431515AAA,Parli_JirgeNgr_D (Maharashtra),0.0015657917212321358,0.0006574848185066618,0.0,1,1,15,13,15.0,23.414204545454545,2.0,13.0,10.488888888888894,4.0,28.0,6.0,33.90309343434344,0.006180921491650854,0.011120918603430377,0.021834061135371178,0.01694915254237288,0.0010258383039921588,0.011905423822747483
IND147105AAA,Patran_MheshNGR_D (Punjab),0.0003881630525711833,0.0004887109113240448,0.2502438849139574,1,1,6,6,8.0,26.928100470957617,1.0,7.0,979.6590909090911,5.0,15.0,6.0,1006.5871913800487,0.18351235165222327,0.002756899052388859,0.008733624454148471,0.007822685788787484,0.03045727078637409,0.011890494413516814
IND577535AAC,Molakalmuru_KnsgraRD_D (Karnataka),0.002332810672786759,0.0005510606905556587,0.0,1,1,10,10,10.0,71.40000000000005,3.0,10.0,0.0,0.0,20.0,3.0,71.40000000000005,0.013017036199322787,0.01656861334588001,0.01455604075691412,0.01303780964797914,0.002160418047010542,0.011857889263789292
IND852201AAA,Saharsa_Gangjala_D (Bihar),0.0011978854147048647,0.0005700946350618544,0.08957339334496778,2,1,10,12,11.0,290.13611111111123,7.0,13.0,81.0852941176471,6.0,24.0,13.0,371.22140522875833,0.06767790573986299,0.00850789157493205,0.01455604075691412,0.01564537157757497,0.011232400886454096,0.011826144739737558
IND521333AAA,Kaikaluru_Atapaka_D (Andhra Pradesh),0.0007785160236336004,0.00045035329209511287,0.055095395270544543,2,1,14,12,14.0,44.49135802469136,2.0,12.0,308.58507462686566,4.0,26.0,6.0,353.076432651557,0.06436986981726987,0.005529351837090209,0.020378457059679767,0.01564537157757497,0.01068337110748635,0.011810881647304108
IND515401AAB,Gooty_StatonRd_D (Andhra Pradesh),0.0012154047626347349,0.0007810950275005047,0.0,1,1,13,14,13.0,83.53812500000001,3.0,14.0,93.5526315789474,4.0,27.0,7.0,177.0907565789474,0.03228566931307587,0.008632321433431971,0.018922852983988356,0.018252933507170794,0.005358404292323649,0.01179607087301393
IND814133AAB,Godda_Central_D_2 (Jharkhand),0.001569624078591795,0.0011337905840122084,0.0,3,1,12,11,12.0,110.65828001961128,4.0,11.0,90.850830078125,2.0,23.0,6.0,201.50911009773628,0.03673741429461558,0.011148137634977235,0.017467248908296942,0.014341590612777053,0.006097253754792484,0.01178792951515495
IND852113AAA,Madhepura_Krishnpr_D (Bihar),0.0011803660667749946,0.0006548743250384735,0.0,1,1,12,13,13.0,119.08529411764712,6.0,14.0,141.30520833333338,7.0,27.0,13.0,260.39050245098053,0.04747216521518572,0.008383461716432129,0.017467248908296942,0.01694915254237288,0.007878884324443147,0.011787212971995998
IND516390AAA,Pulivendula_RTCStand_D (Andhra Pradesh),0.0027023594181824553,0.0007573608416832014,0.0,1,1,9,9,9.0,13.116306390977456,1.0,9.0,0.0,0.0,18.0,1.0,13.116306390977456,0.002391252592335606,0.019193305673612705,0.013100436681222707,0.011734028683181226,0.0003968726195684508,0.011783768213537346
IND342601AAA,Piparcity_BsstdDPP_D (Rajasthan),0.003117348972271252,0.0006359276230933382,0.05773518195711141,1,2,6,6,6.0,79.89230055658632,2.0,6.0,11.962500000000006,1.0,12.0,3.0,91.85480055658633,0.016746180167040034,0.022140737946829567,0.008733624454148471,0.007822685788787484,0.002779338498977632,0.011755354954721946
IND577598AAB,Madikeri_MuthpTmp_D (Karnataka),0.0019528598145577023,0.0008631607249863102,0.0,1,1,11,11,11.0,18.147697368421056,2.0,11.0,84.10789473684217,3.0,22.0,5.0,102.25559210526322,0.018642363361588178,0.01387004078966299,0.01601164483260553,0.014341590612777053,0.003094045190363574,0.011698672663049458
IND509358AAA,Kadthal_GndhiDPP_D (Telangana),0.0012154047626347349,0.000777777108831137,0.05570450593258521,1,2,12,12,12.0,157.6254901960784,4.0,12.0,112.3705779054917,4.0,24.0,8.0,269.99606810157013,0.04922336963799659,0.008632321433431971,0.017467248908296942,0.01564537157757497,0.008169529105721555,0.011686218875305961
IND609602AAA,Karaikal_Thalthru_DC (Pondicherry),0.0027740792487703607,0.0009267606537846685,0.0,1,1,7,10,7.0,0.0,0.0,10.0,15.093518518518522,5.0,17.0,5.0,15.093518518518522,0.002751720965416027,0.019702690406846753,0.010189228529839884,0.01303780964797914,0.00045669901681085726,0.011655524032162882
IND846004AAA,Darbhanga (Bihar),0.0008108173213792983,0.0008208198493857292,0.0,1,1,15,15,15.0,151.24387755102046,4.0,15.0,21.22500000000001,2.0,30.0,6.0,172.46887755102046,0.03144304793190758,0.005758769388699436,0.021834061135371178,0.01955671447196871,0.005218555680796578,0.011598363327711926
IND110024AAA,Delhi_Lajpat_IP (Delhi),0.00040677735974667026,0.002311176615890141,0.05677389142588781,3,1,26,9,26.0,66.72468438914035,8.0,9.0,19.300000000000008,4.0,35.0,12.0,86.02468438914036,0.01568328334354002,0.0028891057770450246,0.03784570596797671,0.011734028683181226,0.0026029311014381614,0.011577866727556887
IND516269AAA,Rayachoti_Madnpali_D (Andhra Pradesh),0.0027198787661123253,0.0006916538819144434,0.0,1,1,8,9,8.0,0.0,0.0,9.0,13.116306390977456,1.0,17.0,1.0,13.116306390977456,0.002391252592335606,0.019317735532112624,0.011644832605531296,0.011734028683181226,0.0003968726195684508,0.011536197848874035
IND571426AAA,Krishnarajpet_MuruPost_D (Karnataka),0.0019878985104174423,0.0007590140695310316,0.0,1,1,11,10,12.0,101.13190104166667,4.0,10.0,0.0,0.0,22.0,4.0,101.13190104166667,0.018437501635374005,0.014118900506662832,0.01601164483260553,0.01303780964797914,0.0030600445957829235,0.011516517222394657
IND380021AAA,AMD_Rakhial (Gujarat),0.0,0.00017023117673190812,0.0,0,1,0,21,0.0,0.0,0.0,21.0,796.496449704142,10.0,21.0,10.0,796.496449704142,0.14521040782116096,0.0,0.0,0.027379400260756193,0.024100354402250022,0.011500968652713744
IND400072AAJ,Mumbai_Tejpal_I (Maharashtra),0.0,0.0005986522635578296,0.0,2,0,28,0,28.0,334.3398717948719,12.0,2.0,105.60000000000001,2.0,30.0,14.0,439.9398717948719,0.08020606774060603,0.0,0.040756914119359534,0.0,0.01331168121323732,0.011479303127181237
IND506314AAA,Rayaparthi_Perkadrd_D (Telangana),0.0011628467188451246,0.0011378198170045534,0.0,1,1,8,9,8.0,0.0,0.0,9.0,514.35,5.0,17.0,5.0,514.35,0.09377188472159204,0.00825903185793221,0.011644832605531296,0.011734028683181226,0.015563179586552822,0.011457228304656984
IND848114AAA,DalsinghSarai_Wardno13_D (Bihar),0.0012159522422575432,0.0007774472712088077,0.0,1,1,14,15,14.0,57.77894736842106,2.0,15.0,0.0,0.0,29.0,2.0,57.77894736842106,0.01053376259738799,0.008636209866510093,0.020378457059679767,0.01955671447196871,0.0017482728379833196,0.011446775969104057
IND843301AAA,Sitamari_Durma_D (Bihar),0.0011978854147048647,0.0007896742944644034,0.06939209145529997,2,1,12,13,12.0,179.21666666666675,8.0,13.0,25.39244444444448,5.0,25.0,13.0,204.60911111111125,0.03730257991659092,0.00850789157493205,0.017467248908296942,0.01694915254237288,0.006191053448560639,0.011408805703500344
IND848210AAA,Rusera_Wardno4_D (Bihar),0.0011984328943276733,0.0008306828867730704,0.0,1,1,15,14,15.0,0.0,0.0,14.0,53.42607587344429,4.0,29.0,4.0,53.42607587344429,0.009740184364599296,0.008511780008010172,0.021834061135371178,0.018252933507170794,0.001616563844509012,0.011400662892439207
IND209111AAA,Pukhrayan_Arulimod_D (Uttar Pradesh),0.0016019253763374928,0.0006965169671847292,0.0,1,1,10,15,10.0,15.860370370370386,2.0,15.0,61.66250000000002,5.0,25.0,7.0,77.52287037037041,0.014133305460595503,0.011377555186586463,0.01455604075691412,0.01955671447196871,0.002345683588294215,0.01139111625815538
IND847212AAA,Madhubani_Bardivan_D (Bihar),0.00040568240050105337,0.0008208198493857292,0.2718207902831701,1,1,15,14,15.0,194.8125000000001,5.0,14.0,113.79532163742692,3.0,29.0,8.0,308.60782163742704,0.05626273369255652,0.002881328910888779,0.021834061135371178,0.018252933507170794,0.009337841839133155,0.011360324507102754
IND590016AAA,Belgaum_Dc (Karnataka),0.0007932979734494283,0.0007557634712855884,0.10281096990559808,2,1,11,3,11.0,712.6117222222223,1.0,3.0,0.0,0.0,14.0,1.0,712.6117222222223,0.1299172630844316,0.005634339530199516,0.01601164483260553,0.003911342894393742,0.02156217402241108,0.011347159886572455
IND131021AAA,Sonipat_AmzonDev_V (Haryana),0.0,0.00017023117673190812,0.0,0,1,0,42,0.0,0.0,0.0,42.0,49.86015473887814,16.0,42.0,16.0,49.86015473887814,0.009090076178428738,0.0,0.0,0.054758800521512385,0.0015086663602886616,0.011328926694374642
IND562114AAA,Hoskote_DC (Karnataka),0.0003892580118168002,0.0004752350868387586,0.0,1,2,17,15,17.0,68.42424242424246,5.0,15.0,123.37059304655457,8.0,32.0,13.0,191.79483547079704,0.034966390982724395,0.0027646759185451044,0.024745269286754003,0.01955671447196871,0.0058033196621082245,0.011278863238762385
IND577522AAA,Challakere_Shivangr_D (Karnataka),0.002315291324856889,0.0006392513100961731,0.0,1,1,10,10,10.0,0.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.016444183487380092,0.01455604075691412,0.01303780964797914,0.0,0.011274234301561685
IND731237AAB,Morgram_Kntgorya_D (West Bengal),0.001619444724267363,0.0010697084147222712,0.0,2,1,12,9,12.0,115.70288314176246,5.0,9.0,69.90000000000006,5.0,21.0,10.0,185.6028831417625,0.033837527290686245,0.011501985045086384,0.017467248908296942,0.011734028683181226,0.005615963841969917,0.011269941244568349
IND502110AAA,Medak_Dwaraka_D (Telangana),0.001173248831678485,0.0007923095521856703,0.0,1,1,14,14,14.0,67.62036011080333,3.0,14.0,0.0,0.0,28.0,3.0,67.62036011080333,0.012327964641086401,0.008332912086416537,0.020378457059679767,0.018252933507170794,0.002046053870150297,0.011154310811153473
IND515801AAA,Guntakal_Verpatem_D (Andhra Pradesh),0.0011978854147048647,0.0008344488552828365,0.0,1,1,14,13,14.0,93.5526315789474,4.0,14.0,0.0,0.0,28.0,4.0,93.5526315789474,0.017055714170939297,0.00850789157493205,0.020378457059679767,0.01694915254237288,0.0028307113950768368,0.011150961820405958
IND607801AAA,Neyveli_NJVNgr_D (Tamil Nadu),0.0016019253763374928,0.0008861059386078001,0.0,1,1,12,12,12.0,22.92556561085976,4.0,12.0,49.146323529411795,3.0,24.0,7.0,72.07188914027155,0.013139529270202984,0.011377555186586463,0.017467248908296942,0.01564537157757497,0.0021807480389465774,0.011149855422216288
IND423701AAB,Vaijiapur_YeolaRD_D (Maharashtra),0.001935340466627832,0.0008565903146838574,0.0,1,1,8,12,10.0,7.4571428571428555,2.0,12.0,95.12192513368996,3.0,22.0,5.0,102.57906799083281,0.018701336713297805,0.013745610931163069,0.011644832605531296,0.01564537157757497,0.0031038329094246002,0.011044962889884475
IND573116AAA,Channaraya_patna_D (Karnataka),0.0020229372062771822,0.0006141588956587984,0.0,1,1,9,7,9.0,118.48246753246752,3.0,9.0,89.05416666666669,2.0,18.0,5.0,207.5366341991342,0.037836300841116804,0.01436776022366267,0.013100436681222707,0.009126466753585397,0.006279634312880034,0.011044005343463564
IND585211AAA,Chittapur_GlbrgaRD_D (Karnataka),0.0007927504938266198,0.0009536908068182076,0.0,2,2,15,14,15.0,0.0,0.0,14.0,138.0467105263158,2.0,29.0,2.0,138.0467105263158,0.025167493391015205,0.005630451097121393,0.021834061135371178,0.018252933507170794,0.004177011271029308,0.011032309630258207
IND731301AAA,Nanoor_Central_DPP_1 (West Bengal),0.0011628467188451246,0.000672344696713718,0.0,1,1,11,12,12.0,73.49196428571433,4.0,12.0,164.11025210084034,1.0,24.0,5.0,237.6022163865547,0.043317600164469276,0.00825903185793221,0.01601164483260553,0.01564537157757497,0.007189357371025438,0.011019403775068734
IND431517AAB,Ambajogai_BnsllNgr_D (Maharashtra),0.0015482723733022657,0.000729187690170157,0.0,1,1,13,12,13.0,10.488888888888894,4.0,12.0,19.21163793103449,3.0,25.0,7.0,29.700526819923383,0.005414745556777308,0.010996488744930456,0.018922852983988356,0.01564537157757497,0.0008986772289563453,0.010987085280277411
IND843105AAB,Dholi_WardNo4_D (Bihar),0.0008108173213792983,0.0007774472712088077,0.0,1,1,14,14,14.0,47.21671826625391,5.0,14.0,117.02184210526315,4.0,28.0,9.0,164.23856037151705,0.029942567026340294,0.005758769388699436,0.020378457059679767,0.018252933507170794,0.004969523107025989,0.010984228176171413
IND423109AAA,Shirdi_SaiBansi_D (Maharashtra),0.0019703791624875724,0.00074960717642814,0.0,1,1,10,10,12.0,15.51190476190476,2.0,10.0,59.07685185185187,5.0,22.0,7.0,74.58875661375663,0.013598382981845188,0.01399447064816291,0.01455604075691412,0.01303780964797914,0.002256903303815639,0.01098106063378958
IND143001AAA,Amritsar_DPC (Punjab),0.0,0.0011914710147868247,0.1703460975005756,2,1,23,14,24.0,2.717225070095438,1.0,14.0,80.41018119068167,3.0,38.0,4.0,83.12740626077711,0.015155076420901215,0.0,0.033478893740902474,0.018252933507170794,0.0025152653877725467,0.01097518179655779
IND382421AAA,Gandhinagar_DC (Gujarat),0.0007932979734494283,0.0007253786909470542,0.15253165684521666,1,2,5,19,5.0,85.35499999999999,2.0,19.0,257.27575604838717,6.0,24.0,8.0,342.6307560483872,0.06246550356419031,0.005634339530199516,0.00727802037845706,0.024771838331160364,0.010367306286103663,0.010973817149019231
IND607106AAA,Panruti_GandhiRd_D (Tamil Nadu),0.001619444724267363,0.0008403409259740525,0.0,1,1,12,12,12.0,19.786096256684502,1.0,12.0,22.92556561085976,4.0,24.0,5.0,42.711661867544265,0.0077868242109672,0.011501985045086384,0.017467248908296942,0.01564537157757497,0.0012923675786618285,0.010971310757620074
IND465683AAA,Pachore_Shop3DPP_D (Madhya Pradesh),0.0011978854147048647,0.0006968356754744752,0.0,1,1,11,13,11.0,1.6406250000000142,1.0,13.0,180.95370370370372,3.0,24.0,4.0,182.59432870370375,0.03328903342475006,0.00850789157493205,0.01601164483260553,0.01694915254237288,0.005524931134639444,0.010951154309881762
IND395006AAA,Surat_Varachha_DC (Gujarat),0.0,0.0011218943854621169,0.0,1,1,14,3,14.0,9.174089068825914,2.0,3.0,795.965,3.0,17.0,5.0,805.1390890688259,0.14678605977449122,0.0,0.020378457059679767,0.003911342894393742,0.024361863002491855,0.010948425741437666
IND742121AAA,Nowda_AmtlaDPP_D (West Bengal),0.0011639416780907415,0.0011365285281530442,0.0,1,2,9,11,9.0,37.88736263736268,5.0,11.0,298.09338842975205,8.0,20.0,13.0,335.98075106711474,0.06125313163748303,0.008266808724088455,0.013100436681222707,0.014341590612777053,0.010166090729041325,0.010923311194491242
IND609110AAA,Sirkazhi_Pngktgudi_D (Tamil Nadu),0.002791598596700231,0.000890962844337137,0.0,1,1,7,7,7.0,15.570555555555572,3.0,7.0,0.0,0.0,14.0,3.0,15.570555555555572,0.002838690270451447,0.019827120265346675,0.010189228529839884,0.009126466753585397,0.0004711331824117996,0.010920414445159341
IND246761AAA,Dhampur_NaginaRD_D (Uttar Pradesh),0.0019703791624875724,0.000783630958521505,0.0,1,1,11,10,11.0,22.85806451612909,3.0,11.0,0.0,0.0,22.0,3.0,22.85806451612909,0.00416728646012476,0.01399447064816291,0.01601164483260553,0.01303780964797914,0.0006916383067279628,0.010880865199655945
