band_min_km,band_max_km,band_share_of_legs_pct,median_ftl_time_gain_min,mean_ftl_time_gain_min,mean_ftl_cost_premium_inr,ftl_share_today_pct,ftl_share_recommended_pct,switch_rate_pct,total_saving_inr,saving_per_switched_leg_inr
24.7578,85.56460000000001,57.37771189866595,0.1617247672224238,1.795193475081976,1348.772260450916,47.2757162987318,1.972757162987318,49.154532644434006,3049990.5425921557,1457.2338951706429
