source_center,destination_center,leg_count,median_delay_ratio,mean_delay_ratio,p75_delay_ratio,median_actual_minutes,median_osrm_minutes,median_osrm_km,total_excess_minutes,late_rate,ftl_share
IND000000ACB,IND201007AAA,9,1.5974025974025974,1.6371603740024794,1.794871794871795,123.0,77.0,72.811,55.81785714285715,0.1111111111111111,0.0
IND000000ACB,IND201301AAF,9,1.425,1.6573286375085177,1.935897435897436,114.0,78.0,75.2903,87.27089285714283,0.3333333333333333,0.0
IND000000ACB,IND201301AAM,27,2.625,2.827514205505484,3.1593646492020477,213.0,81.0,80.38080000000001,380.9498046875001,0.3333333333333333,0.0
IND000000ACB,IND209304AAA,10,2.2710280373831777,2.3274326473759883,2.3935236565420563,729.0,321.0,444.35325,57.01557632398749,0.2,1.0
IND000000ACB,IND282002AAD,3,2.073529411764706,2.166792677083528,2.2976342710997444,282.0,137.0,183.7427,26.224080882353007,0.3333333333333333,1.0
IND000000ACB,IND301001AAB,6,1.7142857142857144,1.946388756171365,1.9615384615384615,156.5,91.0,114.76365,75.00909090909093,0.16666666666666666,1.0
IND000000ACB,IND302014AAA,24,1.9053254437869822,1.899737824108963,1.9820359281437125,322.0,169.0,221.4026,0.0,0.0,1.0
IND000000ACB,IND302022AAD,14,1.6902540898016012,1.7435860823442157,1.7774155830351133,286.5,169.0,221.76344999999998,50.694775679191025,0.07142857142857142,1.0
IND000000ACB,IND328001AAA,5,1.8181818181818181,1.8239757985950882,1.9090909090909092,360.0,198.0,244.709,0.0,0.0,1.0
IND000000ACB,IND382430AAB,13,1.8037974683544304,1.8428661478310993,1.8971518987341771,1140.0,632.0,873.1134000000001,0.0,0.0,1.0
IND000000ACB,IND390022AAA,8,1.792660626541994,1.8404523658291825,1.8157572643184154,1245.0,695.0,913.333,11.479073376191536,0.125,1.0
IND000000ACB,IND411033AAA,15,1.741839762611276,1.7630971342828887,1.8114060498049698,1761.0,1011.0,1361.7319,0.0,0.0,1.0
IND000000ACB,IND421302AAG,26,1.9325079148730602,1.9602053825581085,1.979508633783245,1861.0,963.0,1322.60095,81.55370531822155,0.038461538461538464,1.0
IND000000ACB,IND462022AAA,12,1.8487592830001272,1.8464129221034222,1.8974433321860458,1088.0,588.0,814.004,0.0,0.0,1.0
IND000000ACB,IND501359AAE,21,1.9176672384219553,1.9806105212239749,2.085763293310463,2236.0,1166.0,1563.0638,223.76653912125676,0.14285714285714285,1.0
IND000000ACB,IND521225AAB,5,2.0327613104524183,2.0119991050616304,2.0366328916601715,2606.0,1282.0,1728.379,0.0,0.0,1.0
IND000000ACB,IND562132AAA,44,1.901291368785082,1.9169486136636877,1.9784625579854207,2869.5,1509.0,2063.9930000000004,0.0,0.0,1.0
IND000000ACB,IND600056AAB,10,1.8863722235716405,1.9813305268779033,1.976720510972178,3038.0,1610.0,2190.58095,969.2545520380718,0.1,1.0
IND000000ACB,IND712311AAA,34,2.095078351892404,2.1864913234714773,2.2255609751367285,2126.5,1016.0,1428.03415,3111.848753828394,0.08823529411764706,1.0
IND000000ACB,IND751002AAB,13,2.0403087478559176,2.073785598603112,2.101113967437875,2379.0,1167.0,1638.9641,36.16388888888878,0.07692307692307693,1.0
IND000000ACB,IND821115AAB,14,2.074260339456697,2.074074449961125,2.1887815160229875,1341.0,646.0,901.24055,0.0,0.0,1.0
IND000000ACB,IND834002AAB,9,1.8895417156286722,1.9212237532009877,1.90951821386604,1608.0,851.0,1192.9206,0.0,0.0,1.0
