source_center,destination_center,legs,median_delay_ratio,late_rate,late_rate_raw,excess_minutes,excess_minutes_uncapped,median_actual_minutes,median_osrm_minutes,median_osrm_km,ftl_share,sla_contribution_pct,is_chronic_raw,is_chronic_calibrated,is_credible_priority,source_facility,destination_facility,corridor
IND531001AAA,IND530012AAA,1,8.636363636363637,1.0,1.0,111.41666666666667,111.41666666666667,190.0,22.0,24.7421,0.0,0.03357129623872509,1,0,0,Anakapalle_Kothuru_D (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Anakapalle_Kothuru_D (Andhra Pradesh) -> Visakhapatnam_Gajuwaka_IP (Andhra Pradesh)
IND421301AAA,IND421302AAR,15,3.75,0.5333333333333333,1.0,111.41500000000009,111.41500000000009,37.0,10.0,12.5025,0.0,0.0335707940502997,1,1,0,Mumbai_Kalyan West _Dc (Maharashtra),Mumbai_East_I_21 (Maharashtra),Mumbai_Kalyan West _Dc (Maharashtra) -> Mumbai_East_I_21 (Maharashtra)
IND124507AAA,IND131028AAB,9,2.260869565217391,0.4444444444444444,1.0,111.25714285714292,111.25714285714292,104.0,45.0,36.9301,1.0,0.03352322963229291,1,0,0,Bahadurgarh_DC (Haryana),Sonipat_Kundli_H (Haryana),Bahadurgarh_DC (Haryana) -> Sonipat_Kundli_H (Haryana)
IND274001AAA,IND273014AAB,1,5.642857142857143,1.0,1.0,111.075,111.075,237.0,42.0,58.3432,1.0,0.033468347611515833,1,0,0,Deoria_CCRoad_D (Uttar Pradesh),Gorakhpur_Matriprm_IP (Uttar Pradesh),Deoria_CCRoad_D (Uttar Pradesh) -> Gorakhpur_Matriprm_IP (Uttar Pradesh)
IND204215AAA,IND207001AAA,6,3.1363636363636367,0.5,1.0,110.14173553719004,110.14173553719004,70.5,22.5,32.1965,0.0,0.03318714284487349,1,0,0,SikandraRao_JydevNGR_D (Uttar Pradesh),Etah_CivlLine_D (Uttar Pradesh),SikandraRao_JydevNGR_D (Uttar Pradesh) -> Etah_CivlLine_D (Uttar Pradesh)
IND742202AAA,IND712311AAA,2,2.9034383777277077,1.0,1.0,110.13614617735124,110.13614617735124,522.5,180.0,253.411,1.0,0.03318545869778359,1,0,0,Dhulian_RatanDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),Dhulian_RatanDPP_D (West Bengal) -> Kolkata_Dankuni_HB (West Bengal)
IND641062AAD,IND641001AAA,3,3.888888888888889,1.0,1.0,109.50000000000001,109.50000000000001,105.0,27.0,32.0921,0.0,0.032993779549502444,1,0,0,Coimbatore_Karayam_H (Tamil Nadu),Coimbatore_Ukkadam_D (Tamil Nadu),Coimbatore_Karayam_H (Tamil Nadu) -> Coimbatore_Ukkadam_D (Tamil Nadu)
IND411033AAA,IND416012AAA,13,1.6363636363636365,0.07692307692307693,1.0,109.44646464646468,109.44646464646468,360.0,220.0,249.2718,1.0,0.032977648648565006,1,0,0,Pune_Tathawde_H (Maharashtra),Kolhapur_Shivaji_I (Maharashtra),Pune_Tathawde_H (Maharashtra) -> Kolhapur_Shivaji_I (Maharashtra)
IND504215AAA,IND505001AAB,15,1.9491525423728813,0.4,1.0,108.88700564971751,108.88700564971751,115.0,59.0,65.1652,1.0,0.032809076348969915,1,0,0,Luxettipet_ShivaDPP_D (Telangana),Karimnagar_KamnHbRD_I (Telangana),Luxettipet_ShivaDPP_D (Telangana) -> Karimnagar_KamnHbRD_I (Telangana)
IND606801AAB,IND632006AAA,13,2.314814814814815,0.23076923076923078,1.0,108.85219780219785,108.85219780219785,130.0,55.0,64.4629,1.0,0.032798588290087215,1,0,0,Chetpet_Blmrgnst_D (Tamil Nadu),Vellore_GndhiNgr_IP (Tamil Nadu),Chetpet_Blmrgnst_D (Tamil Nadu) -> Vellore_GndhiNgr_IP (Tamil Nadu)
IND600116AAB,IND602024AAA,10,2.6315789473684212,0.4,1.0,108.83333333333337,108.83333333333337,50.0,18.0,21.980150000000002,0.0,0.032792904179338056,1,0,0,Chennai_Porur_DPC (Tamil Nadu),Chennai_Vepmpttu_DC (Tamil Nadu),Chennai_Porur_DPC (Tamil Nadu) -> Chennai_Vepmpttu_DC (Tamil Nadu)
IND721253AAC,IND721306AAA,11,2.515151515151515,0.5454545454545454,1.0,108.61122448979602,108.61122448979602,94.0,42.0,52.5072,1.0,0.03272597988509453,1,1,0,ChandroknaRD_Central_DPP_3 (West Bengal),Kharagpur_DC (West Bengal),ChandroknaRD_Central_DPP_3 (West Bengal) -> Kharagpur_DC (West Bengal)
IND713205AAB,IND722202AAA,4,3.1527777777777777,0.5,1.0,108.10104166666669,108.10104166666669,59.0,18.5,17.4869,0.0,0.032572255139923095,1,0,0,Durgapur_Central_I_1 (West Bengal),Barjora_Central_DPP_1 (West Bengal),Durgapur_Central_I_1 (West Bengal) -> Barjora_Central_DPP_1 (West Bengal)
IND811201AAB,IND813213AAA,2,4.46,1.0,1.0,108.0,108.0,111.5,25.0,33.0285,1.0,0.03254180996663254,1,0,0,Munger_Kaura_D (Bihar),Sultanganj_Wardno3_D (Bihar),Munger_Kaura_D (Bihar) -> Sultanganj_Wardno3_D (Bihar)
IND842001AAA,IND854326AAB,19,1.9019607843137254,0.15789473684210525,1.0,107.13175209231764,107.13175209231764,388.0,204.0,288.6933,1.0,0.032280195536857306,1,0,0,Muzaffrpur_Bbganj_I (Bihar),Purnia_Central_H_2 (Bihar),Muzaffrpur_Bbganj_I (Bihar) -> Purnia_Central_H_2 (Bihar)
IND600008AAA,IND600044AAC,14,2.080014224751067,0.2857142857142857,1.0,106.41621621621623,106.41621621621623,78.0,37.0,43.91465,0.0,0.03206459523589064,1,0,0,Chennai_Egmore_C (Tamil Nadu),Chennai_Chrompet_PC (Tamil Nadu),Chennai_Egmore_C (Tamil Nadu) -> Chennai_Chrompet_PC (Tamil Nadu)
IND509358AAA,IND509324AAA,9,1.7037037037037037,0.2222222222222222,1.0,106.22962962962964,106.22962962962964,45.0,27.0,37.0456,1.0,0.0320083742614182,1,0,0,Kadthal_GndhiDPP_D (Telangana),Kalwakurthy_VidyaNGR_D (Telangana),Kadthal_GndhiDPP_D (Telangana) -> Kalwakurthy_VidyaNGR_D (Telangana)
IND144001AAB,IND000000ACA,23,2.358490566037736,0.34782608695652173,1.0,106.20000000000005,106.20000000000005,122.0,53.0,75.6466,1.0,0.03199944646718868,1,0,0,Jalandhar_DPC (Punjab),Ludhiana_MilrGanj_HB (Punjab),Jalandhar_DPC (Punjab) -> Ludhiana_MilrGanj_HB (Punjab)
IND600044AAD,IND600048AAA,14,4.132575757575758,0.6428571428571429,0.9285714285714286,106.11034965034968,106.11034965034968,45.0,11.0,12.687850000000001,0.0,0.031972433646431604,1,1,0,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Vandalur_Dc (Tamil Nadu),Chennai_Chrompet_DPC (Tamil Nadu) -> Chennai_Vandalur_Dc (Tamil Nadu)
IND802158AAB,IND821115AAB,11,2.408450704225352,0.09090909090909091,1.0,105.67183098591553,105.67183098591553,167.0,71.0,86.5783,1.0,0.031840302247868296,1,0,0,Jagdishpur_Wardno13_D (Bihar),Sasaram_Central_I_2 (Bihar),Jagdishpur_Wardno13_D (Bihar) -> Sasaram_Central_I_2 (Bihar)
IND000000AAQ,IND700028AAB,2,6.071428571428571,1.0,1.0,105.60000000000002,105.60000000000002,85.0,14.0,13.90065,0.0,0.031818658634040715,1,0,0,Barasat_KrshnNgr_D (West Bengal),CCU_DumDum_DPC (West Bengal),Barasat_KrshnNgr_D (West Bengal) -> CCU_DumDum_DPC (West Bengal)
IND400072AAJ,IND400037AAA,2,9.0,1.0,1.0,105.60000000000001,105.60000000000001,108.0,12.0,13.96195,0.0,0.03181865863404071,1,0,0,Mumbai_Tejpal_I (Maharashtra),Mumbai Antop Hill (Maharashtra),Mumbai_Tejpal_I (Maharashtra) -> Mumbai Antop Hill (Maharashtra)
IND785001AAA,IND798601AAA,1,4.135135135135135,1.0,1.0,105.51666666666668,105.51666666666668,306.0,74.0,103.5959,0.0,0.03179354921277017,1,0,0,Jorhat_RicMilRd_D (Assam),Mokokchung_Central_D_1 (Nagaland),Jorhat_RicMilRd_D (Assam) -> Mokokchung_Central_D_1 (Nagaland)
IND584101AAA,IND518002AAA,1,3.802197802197802,1.0,1.0,105.26666666666665,105.26666666666665,346.0,91.0,100.1564,1.0,0.0317182209489585,1,0,0,Raichur_LSRoad_DC (Karnataka),Kurnool_AbbasNgr_I (Andhra Pradesh),Raichur_LSRoad_DC (Karnataka) -> Kurnool_AbbasNgr_I (Andhra Pradesh)
IND583231AAA,IND583201AAA,15,2.409090909090909,0.4,1.0,104.72651515151519,104.72651515151519,53.0,22.0,30.2552,0.0,0.031555466245632144,1,0,0,Koppal_Banikatt_D (Karnataka),Hospet (Karnataka),Koppal_Banikatt_D (Karnataka) -> Hospet (Karnataka)
IND530012AAA,IND530043AAA,13,2.888888888888889,0.46153846153846156,1.0,104.2833333333333,104.2833333333333,52.0,18.0,21.653,0.0,0.03142192977796601,1,0,0,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Visakhapatnam_VislkNgr_DC (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh) -> Visakhapatnam_VislkNgr_DC (Andhra Pradesh)
IND562114AAA,IND560067AAC,8,3.6222222222222222,0.625,1.0,103.08888888888887,103.08888888888887,35.5,10.0,11.4293,0.0,0.031062028073088135,1,1,0,Hoskote_DC (Karnataka),Bengaluru_Kadugodi_D (Karnataka),Hoskote_DC (Karnataka) -> Bengaluru_Kadugodi_D (Karnataka)
IND560099AAB,IND560078AAC,28,1.7863636363636364,0.32142857142857145,0.8571428571428571,103.03961538461539,103.03961538461539,39.5,22.0,20.3536,0.0,0.031047181322972787,1,0,0,Bengaluru_Bomsndra_HB (Karnataka),BLR_JPNagar_Pc (Karnataka),Bengaluru_Bomsndra_HB (Karnataka) -> BLR_JPNagar_Pc (Karnataka)
IND202001AAB,IND282002AAD,10,2.0675675675675675,0.5,1.0,102.84245129870135,102.84245129870135,155.5,74.0,92.1499,1.0,0.030987773209861125,1,0,0,Aligarh_KhirByps_I (Uttar Pradesh),IND282002AAD,Aligarh_KhirByps_I (Uttar Pradesh) -> IND282002AAD
IND854311AAA,IND854326AAB,1,6.34375,1.0,1.0,102.75833333333334,102.75833333333334,203.0,32.0,45.026,1.0,0.030962427368714962,1,0,0,Araria_Wardn13_D (Bihar),Purnia_Central_H_2 (Bihar),Araria_Wardn13_D (Bihar) -> Purnia_Central_H_2 (Bihar)
IND395023AAA,IND382430AAB,21,1.7967914438502675,0.047619047619047616,1.0,102.19518716577545,102.19518716577545,336.0,187.0,260.0098,1.0,0.030792744076417685,1,0,0,Surat_HUB (Gujarat),Ahmedabad_East_H_1 (Gujarat),Surat_HUB (Gujarat) -> Ahmedabad_East_H_1 (Gujarat)
IND362001AAA,IND362220AAA,14,2.1291666666666664,0.35714285714285715,1.0,101.8388888888889,101.8388888888889,51.5,24.0,35.029399999999995,0.0,0.0306853867540299,1,0,0,Junagadh_DPC (Gujarat),Junagadh_keshod_DC (Gujarat),Junagadh_DPC (Gujarat) -> Junagadh_keshod_DC (Gujarat)
IND591307AAC,IND580028AAA,4,2.624854045037531,0.5,1.0,101.83197903014423,101.83197903014423,287.5,109.5,125.1754,1.0,0.03068330472338022,1,0,0,Gokak_Bsavangr_D (Karnataka),Hubli_Adargchi_IP (Karnataka),Gokak_Bsavangr_D (Karnataka) -> Hubli_Adargchi_IP (Karnataka)
IND627005AAA,IND628801AAA,17,1.6136363636363635,0.23529411764705882,1.0,101.4197954234548,101.4197954234548,70.0,44.0,45.8494,0.0,0.030559108421526066,1,0,0,Tirunelveli_VdkkuSrt_I (Tamil Nadu),Eral_Busstand_D (Tamil Nadu),Tirunelveli_VdkkuSrt_I (Tamil Nadu) -> Eral_Busstand_D (Tamil Nadu)
IND713148AAA,IND713128AAB,17,2.638888888888889,0.23529411764705882,1.0,101.3981481481481,101.3981481481481,95.0,35.0,41.0168,1.0,0.03055258581486564,1,0,0,Panagarh_Central_D_1 (West Bengal),Guskhara_Itachnda_D (West Bengal),Panagarh_Central_D_1 (West Bengal) -> Guskhara_Itachnda_D (West Bengal)
IND629179AAA,IND627005AAA,11,2.0416666666666665,0.18181818181818182,1.0,101.0714843750001,101.0714843750001,196.0,95.0,109.6053,1.0,0.030454157755340033,1,0,0,Marthandam_Nallur_D (Tamil Nadu),Tirunelveli_VdkkuSrt_I (Tamil Nadu),Marthandam_Nallur_D (Tamil Nadu) -> Tirunelveli_VdkkuSrt_I (Tamil Nadu)
IND380005AAA,IND382421AAA,7,2.7,0.42857142857142855,1.0,101.03249999999998,101.03249999999998,27.0,9.0,10.6746,0.0,0.03044241125420187,1,0,0,Amd_Chandkheda_Dc (Gujarat),Gandhinagar_DC (Gujarat),Amd_Chandkheda_Dc (Gujarat) -> Gandhinagar_DC (Gujarat)
IND562132AAA,IND751002AAB,15,2.0736137667304013,0.06666666666666667,1.0,100.25188392756718,100.25188392756718,2169.0,1047.0,1416.6986000000002,1.0,0.030207201440442543,1,0,0,Bangalore_Nelmngla_H (Karnataka),Bhubaneshwar_Hub (Orissa),Bangalore_Nelmngla_H (Karnataka) -> Bhubaneshwar_Hub (Orissa)
IND600016AAC,IND600119AAA,11,1.894736842105263,0.36363636363636365,0.8181818181818182,99.94971590909091,99.94971590909091,47.0,22.0,23.887400000000003,0.0,0.03011615427159765,1,0,0,Chennai_Perungudi_DPC (Tamil Nadu),Chennai_Sholinganallur_Dc (Tamil Nadu),Chennai_Perungudi_DPC (Tamil Nadu) -> Chennai_Sholinganallur_Dc (Tamil Nadu)
IND211002AAB,IND211013AAA,7,5.071428571428571,1.0,1.0,99.87708333333339,99.87708333333339,74.0,15.0,20.5758,0.0,0.03009426912828572,1,1,0,Allahabad_Central_H_1 (Uttar Pradesh),Allahabad_Phaphamu_DC (Uttar Pradesh),Allahabad_Central_H_1 (Uttar Pradesh) -> Allahabad_Phaphamu_DC (Uttar Pradesh)
IND332713AAA,IND332709AAA,6,2.9170673076923075,0.5,1.0,99.67867867867866,99.67867867867866,103.5,34.5,34.84695000000001,1.0,0.030034487215616558,1,0,0,NeemKaThana_War5DPP_D (Rajasthan),Khandela_PlsrdDPP_D (Rajasthan),NeemKaThana_War5DPP_D (Rajasthan) -> Khandela_PlsrdDPP_D (Rajasthan)
IND600056AAB,IND632006AAA,13,1.7142857142857142,0.07692307692307693,1.0,99.67063492063497,99.67063492063497,144.0,84.0,107.3825,1.0,0.030032063526304748,1,0,0,MAA_Poonamallee_HB (Tamil Nadu),Vellore_GndhiNgr_IP (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu) -> Vellore_GndhiNgr_IP (Tamil Nadu)
IND174101AAB,IND160002AAC,11,2.5064935064935066,0.36363636363636365,1.0,99.54271616541382,99.54271616541382,193.0,77.0,93.2949,1.0,0.02999351993534572,1,0,0,Nalagarh_Central_DPP_2 (Himachal Pradesh),Chandigarh_Mehmdpur_H (Punjab),Nalagarh_Central_DPP_2 (Himachal Pradesh) -> Chandigarh_Mehmdpur_H (Punjab)
IND458001AAB,IND458990AAA,11,1.5185185185185186,0.36363636363636365,1.0,99.21075036075038,99.21075036075038,41.0,28.0,31.0757,1.0,0.029893494304505188,1,0,0,Mandsaur_YashDPP_D (Madhya Pradesh),Sitamau_Central_DPP_1 (Madhya Pradesh),Mandsaur_YashDPP_D (Madhya Pradesh) -> Sitamau_Central_DPP_1 (Madhya Pradesh)
IND814112AAA,IND814133AAB,7,2.4,0.42857142857142855,1.0,99.10736407133541,99.10736407133541,132.0,55.0,78.8509,1.0,0.029862342665770952,1,0,0,Deoghar_Barmasia_D (Jharkhand),Godda_Central_D_2 (Jharkhand),Deoghar_Barmasia_D (Jharkhand) -> Godda_Central_D_2 (Jharkhand)
IND781005AAA,IND781018AAB,10,1.3333333333333333,0.3,0.7,98.93977272727275,98.93977272727275,48.0,36.0,35.461650000000006,0.0,0.02981184520585855,1,0,0,Guwahati_North (Assam),Guwahati_Hub (Assam),Guwahati_North (Assam) -> Guwahati_Hub (Assam)
IND302014AAB,IND302023AAA,19,2.736842105263158,0.42105263157894735,1.0,98.65634674922599,98.65634674922599,61.0,23.0,25.4572,0.0,0.029726445258477025,1,0,0,Jaipur_Central_I_7 (Rajasthan),Ambabadi_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan) -> Ambabadi_DC (Rajasthan)
IND124001AAB,IND126102AAA,4,2.520348837209302,0.5,1.0,98.23961038961039,98.23961038961039,109.5,43.5,60.50635,1.0,0.0296008771527289,1,0,0,Rohtak (Haryana),Jind_DC (Haryana),Rohtak (Haryana) -> Jind_DC (Haryana)
IND263139AAA,IND263153AAB,6,1.3617886178861789,0.16666666666666666,0.6666666666666666,98.21396895787139,98.21396895787139,56.5,41.5,35.6109,1.0,0.029593151054590726,1,0,0,Haldwani_PiliKoti_D (Uttarakhand),Rudrapur_UdhamNgr_H (Uttarakhand),Haldwani_PiliKoti_D (Uttarakhand) -> Rudrapur_UdhamNgr_H (Uttarakhand)
IND781018AAB,IND781003AAA,7,1.951219512195122,0.14285714285714285,0.5714285714285714,98.15833333333333,98.15833333333333,80.0,41.0,32.715,0.0,0.029576387314580614,1,0,0,Guwahati_Hub (Assam),Guwahati_Chandmari (Assam),Guwahati_Hub (Assam) -> Guwahati_Chandmari (Assam)
IND462022AAA,IND462011AAA,30,2.439102564102564,0.26666666666666666,1.0,98.01458333333333,98.01458333333333,28.5,12.0,12.66095,0.0,0.029533073562888916,1,0,1,Bhopal_Trnsport_H (Madhya Pradesh),Bhopal MP Nagar (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh) -> Bhopal MP Nagar (Madhya Pradesh)
IND421302AAR,IND421301AAA,17,4.0,0.4117647058823529,1.0,97.85909090909092,97.85909090909092,43.0,10.0,12.8431,0.0,0.029486221665472732,1,0,0,Mumbai_East_I_21 (Maharashtra),Mumbai_Kalyan West _Dc (Maharashtra),Mumbai_East_I_21 (Maharashtra) -> Mumbai_Kalyan West _Dc (Maharashtra)
IND110037AAM,IND201301AAD,3,4.5675675675675675,0.6666666666666666,1.0,97.67702702702704,97.67702702702704,169.0,37.0,32.6532,0.0,0.029431363440918006,1,0,0,Delhi_Airport_H (Delhi),NOI_RPC (Delhi),Delhi_Airport_H (Delhi) -> NOI_RPC (Delhi)
IND413401AAA,IND411033AAA,19,2.134831460674157,0.10526315789473684,1.0,97.63529411764705,97.63529411764705,374.0,175.0,237.8504,1.0,0.029418788770488393,1,0,0,Barshi_Kurduwdi_D (Maharashtra),Pune_Tathawde_H (Maharashtra),Barshi_Kurduwdi_D (Maharashtra) -> Pune_Tathawde_H (Maharashtra)
IND462022AAA,IND466001AAA,14,2.8488372093023253,0.5,1.0,97.18246869409671,97.18246869409671,122.5,43.0,49.6907,1.0,0.02928234655862511,1,0,0,Bhopal_Trnsport_H (Madhya Pradesh),Sehore_Mangalam_D (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh) -> Sehore_Mangalam_D (Madhya Pradesh)
IND723130AAA,IND723101AAA,15,2.0476190476190474,0.4666666666666667,1.0,97.0491228070176,97.0491228070176,43.0,21.0,30.532,1.0,0.02924216770198473,1,0,0,Hura_Central_D_1 (West Bengal),Purulia_GariDPP_D (West Bengal),Hura_Central_D_1 (West Bengal) -> Purulia_GariDPP_D (West Bengal)
IND713205AAB,IND722101AAC,5,2.607843137254902,0.4,1.0,96.93464052287584,96.93464052287584,133.0,51.0,53.2499,0.0,0.029207672695178367,1,0,0,Durgapur_Central_I_1 (West Bengal),Bankura_BhowmDPP_D (West Bengal),Durgapur_Central_I_1 (West Bengal) -> Bankura_BhowmDPP_D (West Bengal)
IND000000AFT,IND410206AAA,2,6.187179487179487,1.0,1.0,96.87555555555556,96.87555555555556,83.5,14.0,18.41255,0.0,0.02918986962315595,1,0,0,Mumbai_Sanpada_I (Maharashtra),Jasai_JNPT_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra) -> Jasai_JNPT_D (Maharashtra)
IND302014AAB,IND303303AAA,3,3.0,0.6666666666666666,1.0,96.75000000000003,96.75000000000003,159.0,53.0,71.5093,0.0,0.029152038095108333,1,0,0,Jaipur_Central_I_7 (Rajasthan),Dausa_IndraCln_D (Rajasthan),Jaipur_Central_I_7 (Rajasthan) -> Dausa_IndraCln_D (Rajasthan)
IND342902AAA,IND302014AAA,5,2.3870967741935485,0.4,1.0,96.6451612903225,96.6451612903225,458.0,186.0,244.4337,1.0,0.029120448823187282,1,0,0,Gotan_DKLogDPP_D (Rajasthan),Jaipur_Hub (Rajasthan),Gotan_DKLogDPP_D (Rajasthan) -> Jaipur_Hub (Rajasthan)
IND505326AAB,IND505001AAB,1,4.389830508474576,1.0,1.0,96.275,96.275,259.0,59.0,63.4686,1.0,0.029008914393866186,1,0,0,IND505326AAB,Karimnagar_KamnHbRD_I (Telangana),IND505326AAB -> Karimnagar_KamnHbRD_I (Telangana)
IND764001AAC,IND764059AAA,7,2.533333333333333,0.42857142857142855,1.0,96.1688888888889,96.1688888888889,76.0,31.0,44.0106,0.0,0.02897694173078169,1,0,0,Jeypore_Kelasahi_D (Orissa),Nabarangpr_PhdofDPP_D (Orissa),Jeypore_Kelasahi_D (Orissa) -> Nabarangpr_PhdofDPP_D (Orissa)
IND560058AAB,IND560060AAB,44,1.3529411764705883,0.22727272727272727,0.6590909090909091,95.96979332273447,95.96979332273447,22.5,17.0,16.749200000000002,0.0,0.02891695163745765,1,0,1,Bengaluru_Peenya_IP (Karnataka),Bengaluru_Kengeri_IP (Karnataka),Bengaluru_Peenya_IP (Karnataka) -> Bengaluru_Kengeri_IP (Karnataka)
IND224001AAA,IND224141AAB,13,3.15,0.5384615384615384,1.0,95.71882716049375,95.71882716049375,78.0,24.0,33.9283,0.15384615384615385,0.028841332256349383,1,1,0,Faizabad_TrnspNgr_D (Uttar Pradesh),Gosainganj_Pakrela_D (Uttar Pradesh),Faizabad_TrnspNgr_D (Uttar Pradesh) -> Gosainganj_Pakrela_D (Uttar Pradesh)
IND131028AAB,IND160002AAC,30,1.7595419847328244,0.06666666666666667,1.0,95.30066486087179,95.30066486087179,230.5,130.0,181.91680000000002,1.0,0.028715334496261347,1,0,1,Sonipat_Kundli_H (Haryana),Chandigarh_Mehmdpur_H (Punjab),Sonipat_Kundli_H (Haryana) -> Chandigarh_Mehmdpur_H (Punjab)
IND423701AAB,IND422011AAD,18,2.2550154320987654,0.16666666666666666,1.0,95.12192513368996,95.12192513368996,180.0,79.0,110.30085,0.0,0.028661477882970243,1,0,0,Vaijiapur_YeolaRD_D (Maharashtra),Nashik_TgrniaRD_I (Maharashtra),Vaijiapur_YeolaRD_D (Maharashtra) -> Nashik_TgrniaRD_I (Maharashtra)
IND515401AAB,IND515801AAA,18,2.4347826086956523,0.2777777777777778,1.0,95.0087719298246,95.0087719298246,51.5,22.0,30.4481,1.0,0.028627383345402633,1,0,0,Gooty_StatonRd_D (Andhra Pradesh),Guntakal_Verpatem_D (Andhra Pradesh),Gooty_StatonRd_D (Andhra Pradesh) -> Guntakal_Verpatem_D (Andhra Pradesh)
IND742102AAB,IND731237AAB,11,2.838709677419355,0.45454545454545453,1.0,94.72413793103448,94.72413793103448,87.0,30.0,42.2272,0.0,0.028541619405600124,1,0,0,Berhampore_Central_I_2 (West Bengal),Morgram_Kntgorya_D (West Bengal),Berhampore_Central_I_2 (West Bengal) -> Morgram_Kntgorya_D (West Bengal)
IND261001AAA,IND262701AAA,20,2.4141843971631207,0.4,1.0,94.61326987681966,94.61326987681966,111.0,46.0,50.95265,1.0,0.02850821341345541,1,0,0,Sitapur_Chowk_D (Uttar Pradesh),Lakhimpur_Maheva_D (Uttar Pradesh),Sitapur_Chowk_D (Uttar Pradesh) -> Lakhimpur_Maheva_D (Uttar Pradesh)
IND396191AAC,IND421302AAG,8,2.609936507936508,0.375,1.0,94.4372923076923,94.4372923076923,327.5,126.0,163.11380000000003,1.0,0.028455189074446777,1,0,0,Vapi_IndEstat_I (Gujarat),Bhiwandi_Mankoli_HB (Maharashtra),Vapi_IndEstat_I (Gujarat) -> Bhiwandi_Mankoli_HB (Maharashtra)
IND560099AAB,IND560077AAA,1,4.65,1.0,1.0,94.0,94.0,186.0,40.0,34.6252,0.0,0.02832342719318018,1,0,0,Bengaluru_Bomsndra_HB (Karnataka),Bengaluru_ Kothanur_L (Karnataka),Bengaluru_Bomsndra_HB (Karnataka) -> Bengaluru_ Kothanur_L (Karnataka)
IND121004AAC,IND121004AAB,6,4.095588235294118,0.3333333333333333,1.0,93.64437500000003,93.64437500000003,61.5,12.5,16.565800000000003,0.0,0.02821627273790811,1,0,0,Faridabad_MohnVRTL_D (Haryana),FBD_Balabhgarh_DPC (Haryana),Faridabad_MohnVRTL_D (Haryana) -> FBD_Balabhgarh_DPC (Haryana)
IND560064AAD,IND560043AAC,41,2.466666666666667,0.14634146341463414,1.0,93.3878787878788,93.3878787878788,36.0,15.0,13.9561,0.0,0.028138987080574687,1,0,1,Bengaluru_Bagaluru_D (Karnataka),HBR Layout PC (Karnataka),Bengaluru_Bagaluru_D (Karnataka) -> HBR Layout PC (Karnataka)
IND400072AAC,IND400011AAA,17,3.35,0.5882352941176471,1.0,92.99783737024228,92.99783737024228,56.0,17.0,18.637,0.0,0.028021462509353917,1,1,0,BOM_Sakinaka_RP (Maharashtra),LowerParel_CP (Maharashtra),BOM_Sakinaka_RP (Maharashtra) -> LowerParel_CP (Maharashtra)
IND562132AAA,IND302014AAA,14,1.9447489506362587,0.07142857142857142,1.0,92.85416666666652,92.85416666666652,2656.0,1366.0,1854.67585,1.0,0.02797817265071007,1,0,0,Bangalore_Nelmngla_H (Karnataka),Jaipur_Hub (Rajasthan),Bangalore_Nelmngla_H (Karnataka) -> Jaipur_Hub (Rajasthan)
IND562125AAA,IND000000ACS,1,7.125,1.0,1.0,92.22500000000001,92.22500000000001,171.0,24.0,16.7946,0.0,0.027788596520117465,1,0,0,Bengaluru_Sarjapur_D (Karnataka),BLR_HSR_Layout_PC (Karnataka),Bengaluru_Sarjapur_D (Karnataka) -> BLR_HSR_Layout_PC (Karnataka)
IND783370AAC,IND783301AAA,8,2.65625,0.375,1.0,91.92307692307696,91.92307692307696,127.5,48.0,67.64439999999999,1.0,0.027697623155360333,1,0,0,Kokrajhar_PigonDPP_D (Assam),Dhubri_Tetultol_D (Assam),Kokrajhar_PigonDPP_D (Assam) -> Dhubri_Tetultol_D (Assam)
IND600056AAB,IND605601AAA,6,1.3458093763821317,0.16666666666666666,1.0,91.89805144545858,91.89805144545858,181.0,135.0,152.96405,1.0,0.027690082652240135,1,0,0,MAA_Poonamallee_HB (Tamil Nadu),Villupuram_Thirumtr_IP (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu) -> Villupuram_Thirumtr_IP (Tamil Nadu)
IND834002AAB,IND826004AAA,21,2.4206349206349205,0.14285714285714285,1.0,91.80921052631606,91.80921052631606,305.0,126.0,168.6713,0.0,0.027663313723462382,1,0,0,Ranchi_Hub (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand),Ranchi_Hub (Jharkhand) -> Dhanbad_Kalynpur_I (Jharkhand)
IND000000ACB,IND124112AAA,7,2.157303370786517,0.2857142857142857,1.0,91.16208791208797,91.16208791208797,192.0,90.0,112.5815,1.0,0.027468327231450155,1,0,0,Gurgaon_Bilaspur_HB (Haryana),Meham_GModDPP_D (Haryana),Gurgaon_Bilaspur_HB (Haryana) -> Meham_GModDPP_D (Haryana)
